id,tmdb_id,imdb_id,title,release_year,genres,runtime,production_studios,tmdb_rating,imdb_rating,rotten_score,meta_score,avg_score
354,493006,tt7880466,Case Closed: Zero the Enforcer,2018,"['Animation', 'Crime', 'Mystery', 'Action']",110,"['TMS Entertainment', 'Yomiuri Telecasting Corporation', 'Shogakukan-Shueisha Productions', 'Nippon Television Network Corporation', 'TOHO']",6.2,6.2,0.0,0.0,6.2
355,482150,tt7089878,Liz and the Blue Bird,2018,"['Animation', 'Drama', 'Music']",91,"['Kyoto Animation', 'Pony Canyon', 'Bandai Namco Arts', 'Rakuonsha']",7.527,7.2,8.3,6.7,7.43
356,492719,tt8015080,Godzilla: City on the Edge of Battle,2018,"['Animation', 'Science Fiction']",101,['Polygon Pictures'],6.577,5.8,6.0,0.0,6.13
357,494407,tt8108230,Pokémon the Movie: The Power of Us,2018,"['Animation', 'Family', 'Adventure', 'Fantasy']",98,"['OLM', 'Pikachu Project', 'TV Tokyo', 'The Pokémon Company', 'WIT STUDIO', 'Shogakukan', 'TakaraTomy', 'jeki', 'TOHO', 'Shogakukan-Shueisha Productions']",7.1,6.3,7.1,0.0,6.83
358,475215,tt6900448,Mirai,2018,"['Animation', 'Family', 'Fantasy', 'Adventure', 'Drama']",98,"['Studio Chizu', 'D.N. Dream Partners', 'NTT Docomo', 'Nippon Television Network Corporation', 'KADOKAWA']",7.141,7.0,9.1,8.1,7.84
359,505262,tt7745068,My Hero Academia: Two Heroes,2018,"['Animation', 'Action', 'Adventure', 'Fantasy']",96,"['BONES', 'Yomiuri Telecasting Corporation', 'Shueisha', 'Nippon Television Network Corporation', 'dentsu', 'Sony Music Entertainment (Japan)', 'movic', 'TOHO']",7.879,7.3,10.0,0.0,8.39
360,508422,tt8076344,Penguin Highway,2018,"['Animation', 'Adventure', 'Comedy', 'Fantasy']",118,"['Studio Colorido', 'KADOKAWA', 'TOHO', 'dentsu', 'Sony Music Entertainment (Japan)', 'Fuji Television Network']",7.1,7.1,10.0,8.2,8.1
361,507569,tt9089294,The Seven Deadly Sins: Prisoners of the Sky,2018,"['Action', 'Adventure', 'Fantasy', 'Animation']",99,"['A-1 Pictures', 'Aniplex', 'Kodansha', 'Toei Company', 'MBS', 'dentsu', 'Sammy', 'movic']",7.535,7.0,0.0,0.0,7.27
362,514710,tt8223844,Modest Heroes,2018,"['Animation', 'Fantasy', 'Adventure', 'Drama']",54,"['TOHO', 'STUDIO PONOC', 'dentsu', 'Nippon Television Network Corporation']",6.622,6.6,8.6,0.0,7.27
363,504253,tt7236034,I Want to Eat Your Pancreas,2018,"['Animation', 'Drama', 'Romance']",108,"['ABC Animation', 'Aniplex', 'jeki', 'Futabasha', 'Studio VOLN', 'Tohan', 'The Asahi Shimbun']",8.228,8.1,0.0,0.0,8.16
364,521296,tt8328740,Okko's Inn,2018,"['Animation', 'Comedy', 'Fantasy', 'Family', 'Drama']",94,"['Madhouse', 'DLE', 'Wakaokami Project', 'Kodansha', 'TV Tokyo', 'GAGA Corporation', 'AT-X', 'NADA Holdings', 'NAS', 'Aeon Entertainment']",7.198,7.1,70/10,7.0,7.1
365,532321,tt8565186,Re:ZERO -Starting Life in Another World- Memory Snow,2018,"['Animation', 'Adventure', 'Fantasy']",60,"['White Fox', 'KADOKAWA']",7.2,7.1,0.0,0.0,7.15
366,536115,tt8478602,Godzilla: The Planet Eater,2018,"['Animation', 'Science Fiction', 'Action', 'Adventure']",91,['Polygon Pictures'],6.522,5.1,6.0,0.0,5.87
367,503314,tt7961060,Dragon Ball Super: Broly,2018,"['Action', 'Science Fiction', 'Animation']",101,"['Toei Company', 'Shueisha', 'Fuji Television Network', 'Toei Animation', 'Bandai', 'Bandai Namco Entertainment']",7.901,7.7,8.4,5.9,7.48
368,568012,tt9430698,One Piece: Stampede,2019,"['Animation', 'Action', 'Adventure', 'Fantasy']",101,"['Toei Animation', 'Toei Company', 'Shueisha', 'Bandai', 'Bandai Namco Entertainment']",7.8,7.5,9.4,0.0,8.23
369,526426,tt10068158,Made in Abyss: Journey's Dawn,2019,"['Animation', 'Adventure', 'Mystery', 'Fantasy', 'Science Fiction']",119,['Kinema Citrus'],7.599,7.4,8.8,0.0,7.93
370,390634,tt8091892,Fate/stay night: Heaven's Feel II. Lost Butterfly,2019,"['Animation', 'Action', 'Fantasy', 'Drama', 'Romance']",117,"['ufotable', 'Aniplex', 'TYPE-MOON', 'KADOKAWA']",6.969,8.0,0.0,0.0,7.48
371,526429,tt10068544,Made in Abyss: Wandering Twilight,2019,"['Animation', 'Adventure', 'Fantasy', 'Mystery', 'Science Fiction']",105,['Kinema Citrus'],8.307,7.8,0.0,0.0,8.05
372,553833,tt9648078,The Relative Worlds,2019,"['Animation', 'Drama', 'Romance', 'Science Fiction', 'Fantasy', 'Action']",93,"['Shochiku Media Division', 'CRAFTAR']",5.838,5.8,0.0,0.0,5.82
373,510242,tt10443844,Psycho-Pass: Sinners of the System - Case.1 Crime and Punishment,2019,"['Animation', 'Science Fiction', 'Crime']",60,"['Production I.G', 'Fuji Television Network', 'TOHO', 'Sony Music Entertainment (Japan)', 'dentsu', 'MAGNET', 'Nitroplus']",6.658,6.6,0.0,0.0,6.63
374,553839,tt9507276,Saga of Tanya the Evil: The Movie,2019,"['Animation', 'Action', 'War', 'Fantasy']",98,"['NUT', 'KADOKAWA', 'AT-X', 'Sony Music Communications']",8.062,7.5,0.0,0.0,7.78
375,540141,tt8161914,City Hunter: Shinjuku Private Eyes,2019,"['Animation', 'Action', 'Comedy', 'Crime', 'Mystery']",95,"['SUNRISE', 'Audio Planning U', 'Aniplex', 'Nippon Television Network Corporation', 'North Star Pictures', 'Yomiuri Telecasting Corporation', 'ADK Marketing Solutions', 'Yomiuri Shimbun Company']",6.4,6.4,0.0,0.0,6.4
376,553837,tt6344664,Code Geass: Lelouch of the Re;surrection,2019,"['Animation', 'Science Fiction', 'Crime', 'Mystery', 'War']",112,['SUNRISE'],7.2,7.3,0.0,0.0,7.25
377,559562,tt11078434,Psycho-Pass: Sinners of the System - Case.2 First Guardian,2019,"['Animation', 'Science Fiction', 'Crime']",60,"['Production I.G', 'Nitroplus', 'MAGNET', 'dentsu', 'Sony Music Entertainment (Japan)', 'TOHO', 'Fuji Television Network']",6.805,7.2,0.0,0.0,7.0
378,553835,tt9526152,Is It Wrong to Try to Pick Up Girls in a Dungeon?: Arrow of the Orion,2019,"['Animation', 'Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance']",82,"['J.C.STAFF', 'EGG FIRM', 'Warner Bros. Japan', 'Hakuhodo DY Music & Pictures', 'GENCO', 'THE KLOCKWORX', 'movic', 'FuRyu', 'GREE', 'GA Bunko', 'SB Creative']",7.7,6.8,0.0,0.0,7.25
379,575222,tt9735672,Doraemon: Nobita's Chronicle of the Moon Exploration,2019,"['Animation', 'Adventure', 'Comedy', 'Science Fiction', 'Fantasy', 'Family']",111,"['Fujiko Productions', 'Shin-Ei Animation', 'ADK', 'TV Asahi', 'Shogakukan', 'Shogakukan-Shueisha Productions']",7.3,6.9,0.0,0.0,7.1
380,559566,tt11078522,Psycho-Pass: Sinners of the System - Case.3 On the Other Side of Love and Hate,2019,"['Animation', 'Science Fiction', 'Crime']",70,"['Production I.G', 'Fuji Television Network', 'TOHO', 'Sony Music Entertainment (Japan)', 'dentsu', 'MAGNET', 'Nitroplus']",7.049,7.2,0.0,0.0,7.12
381,820232,tt14888860,Demon Slayer: Kimetsu no Yaiba - Sibling's Bond,2019,"['Animation', 'Action', 'Fantasy', 'Thriller']",105,['ufotable'],7.9,0.0,0.0,0.0,7.9
382,570269,tt9826484,Trinity Seven: Heaven's Library & Crimson Lord,2019,"['Animation', 'Action', 'Fantasy', 'Comedy']",63,['Seven Arcs'],7.6,6.6,0.0,0.0,7.1
383,566555,tt9501310,Case Closed: The Fist of Blue Sapphire,2019,"['Animation', 'Mystery', 'Crime', 'Action', 'Adventure']",109,"['TMS Entertainment', 'Shogakukan', 'Yomiuri Telecasting Corporation', 'Nippon Television Network Corporation', 'Shogakukan-Shueisha Productions', 'TOHO']",6.2,6.3,0.0,0.0,6.25
384,573683,tt9563632,The Wonderland,2019,"['Animation', 'Fantasy', 'Family']",115,['Warner Bros. Japan'],6.4,6.2,0.0,0.0,6.3
385,567006,tt10253816,Kabaneri of the Iron Fortress: The Battle of Unato,2019,"['Animation', 'Drama', 'Action', 'Science Fiction']",82,"['WIT STUDIO', 'Fuji Television Network', 'Aniplex', 'Kansai Television', 'Kyoraku Industrial Holdings', 'dentsu']",7.1,6.7,0.0,0.0,6.9
386,553600,tt9116358,Promare,2019,"['Animation', 'Action', 'Science Fiction']",111,"['TRIGGER', 'XFLAG', 'Sanzigen', 'TOHO']",7.058,7.0,9.7,7.6,7.84
387,587870,tt9900060,Lupin the IIIrd: Fujiko's Lie,2019,"['Animation', 'Crime', 'Action', 'Drama']",58,"['TMS Entertainment', 'Telecom Animation Film']",7.2,6.9,0.0,0.0,7.05
388,585077,tt9850064,Children of the Sea,2019,"['Animation', 'Fantasy', 'Adventure', 'Mystery']",111,"['Beyond C.', 'DMM.com', 'Whateversmiles', 'Shogakukan', 'TOHO', 'SANKYO', 'PARCO', 'STUDIO4℃', 'Phoenix Entertainment Group', 'ORIX Investment', 'Wander Pictures']",7.075,6.5,6.2,7.4,6.79
389,572154,tt9881586,Rascal Does Not Dream of a Dreaming Girl,2019,"['Animation', 'Romance', 'Drama', 'Fantasy']",90,"['CloverWorks', 'Aniplex', 'ABC Animation', 'KADOKAWA', 'Tokyo MX', 'Nagoya Broadcasting Network', 'BS11', 'Hakuhodo DY Music & Pictures']",8.253,8.3,0.0,0.0,8.28
390,530079,tt9193612,Ride Your Wave,2019,"['Animation', 'Romance', 'Comedy', 'Drama', 'Fantasy']",95,"['Science SARU', 'Fuji Television Network', 'TOHO', 'jeki', 'Shogakukan', 'KDDI', 'Lawson Entertainment']",7.6,6.8,9.3,6.5,7.55
391,571891,tt8856470,Pokémon the Movie: Mewtwo Strikes Back - Evolution,2019,"['Animation', 'Adventure', 'Fantasy', 'Action', 'Family']",98,"['OLM', 'The Pokémon Company', 'Shogakukan', 'TV Tokyo', 'jeki', 'TOHO', 'Shogakukan-Shueisha Productions', 'Pikachu Project', 'TakaraTomy', 'Sprite Animation Studios']",6.747,5.7,4.4,0.0,5.62
392,568160,tt9426210,Weathering with You,2019,"['Animation', 'Drama', 'Fantasy', 'Romance']",112,"['CoMix Wave Films', 'Story', 'TOHO', 'KADOKAWA', 'jeki', 'Lawson Entertainment', '""Weathering With You"" Film Partners']",7.984,7.5,9.1,7.2,7.95
393,592867,tt10127562,Dragon Quest: Your Story,2019,"['Animation', 'Adventure', 'Comedy', 'Fantasy', 'Action', 'Family']",102,"['Shirogumi', 'Robot Communications', 'TOHO', 'Square Enix', 'Shuji Abe Office', 'Nippon Television Network Corporation', 'AMUSE', 'Yomiuri Telecasting Corporation', 'dentsu', 'KDDI', 'Culture Entertainment', 'Yomiuri Shimbun Company', 'LINE', 'GYAO', 'Sapporo Television Broadcasting Company', 'Miyagi Television Broadcasting', 'Shizuoka Daiichi Television', 'Chukyo TV Broadcasting Company', 'Hiroshima Telecasting', 'Fukuoka Broadcasting System']",6.751,6.5,0.0,0.0,6.63
394,594188,tt9760504,NiNoKuni,2019,"['Animation', 'Action', 'Adventure', 'Family', 'Fantasy', 'Romance']",106,"['OLM', 'LEVEL5', 'Warner Bros. Japan', 'Bandai', 'Kodansha', 'dentsu', 'movic', 'Netmarble', 'KDDI', 'LINE', 'Hikari TV', 'Bandai Namco Amusement']",6.6,6.1,0.0,0.0,6.35
395,532067,tt9239552,KONOSUBA – God's blessing on this wonderful world! Legend of Crimson,2019,"['Animation', 'Adventure', 'Comedy', 'Fantasy']",90,"['J.C.STAFF', 'KADOKAWA', 'Sammy', 'Nippon Columbia', 'Sony Music Entertainment (Japan)', 'MAGES.', 'KADOKAWA Media House', '81 Produce', 'Toranoana']",8.0,7.8,0.0,0.0,7.9
396,610892,tt10477558,Violet Evergarden: Eternity and the Auto Memory Doll,2019,"['Drama', 'Fantasy', 'Animation']",91,"['Kyoto Animation', 'Pony Canyon', 'ABC Animation', 'Bandai Namco Arts']",8.1,7.5,0.0,0.0,7.8
397,604605,tt9418812,Hello World,2019,"['Animation', 'Romance', 'Science Fiction', 'Drama']",98,"['Graphinica', 'TOHO', 'Hikari TV', 'Shueisha', 'jeki', 'movic', 'MBS', 'TV Osaka', 'Kansai Television', 'Yomiuri Telecasting Corporation', 'Lawson Entertainment', 'CyberAgent', 'Marui Group', 'Tokyo MX', 'LINE', 'Memory-Tech Holdings']",7.305,6.7,0.0,0.0,7.0
398,545742,tt11744496,One Piece: Episode of Skypiea,2019,"['TV Movie', 'Animation', 'Action', 'Adventure', 'Comedy']",104,"['Toei Animation', 'Fuji Television Network', 'Toei Company']",7.253,7.5,0.0,0.0,7.38
399,638566,,Naruto to Boruto: The Live 2019,2019,['Animation'],174,[],7.444,0.0,0.0,0.0,7.44
400,615165,tt10981202,Her Blue Sky,2019,"['Animation', 'Romance']",108,"['CloverWorks', 'Aniplex', 'Fuji Television Network', 'TOHO', 'Story', 'KADOKAWA']",7.3,6.8,0.0,0.0,7.05
401,566451,tt10112232,Re:ZERO -Starting Life in Another World- The Frozen Bond,2019,"['Animation', 'Drama', 'Fantasy']",76,"['White Fox', 'KADOKAWA']",7.3,7.4,0.0,0.0,7.35
402,630027,tt11343974,Fragtime,2019,"['Animation', 'Romance', 'Science Fiction', 'Comedy']",61,"['Tear Studio', 'Pony Canyon', 'Akita Shoten', 'Sotsu', 'WOWOW', 'Fuji Television Network', 'East Fish Studio']",6.2,6.1,0.0,0.0,6.15
403,614587,tt10621032,Lupin III: The First,2019,"['Adventure', 'Animation', 'Comedy', 'Crime']",93,"['TMS Entertainment', 'TOHO', 'Monkey Punch Pictures', 'Marza Animation Planet', 'Yomiuri Telecasting Corporation', 'Hiroshima Telecasting', 'Miyagi Television Broadcasting', 'Abe Shuji', 'Fukuoka Broadcasting System', 'Sapporo Television Broadcasting Company', 'Shirogumi', 'Shizuoka Daiichi Television', 'Chukyo TV Broadcasting Company', 'Nippon Television Network Corporation']",7.298,6.9,9.5,6.3,7.5
404,608085,tt11469408,Seven Days War,2019,"['Animation', 'Drama', 'Action']",89,['Ajiado'],6.5,6.1,0.0,0.0,6.3
405,592350,tt11107074,My Hero Academia: Heroes Rising,2019,"['Animation', 'Action', 'Fantasy', 'Adventure']",104,"['BONES', 'dentsu', 'movic', 'Nippon Television Network Corporation', 'Shueisha', 'Sony Music Entertainment (Japan)', 'Yomiuri Telecasting Corporation', 'TOHO']",8.1,7.8,9.2,7.0,8.02
406,573730,tt10068916,Made in Abyss: Dawn of the Deep Soul,2020,"['Animation', 'Adventure', 'Fantasy', 'Mystery']",105,"['Kinema Citrus', 'KADOKAWA', 'Takeshobo', 'AT-X', 'Sony Music Entertainment (Japan)', 'Kanetsu Investment', 'Global Solutions', 'KADOKAWA Media House', 'Cygames']",7.8,8.0,0.0,0.0,7.9
407,631132,tt11151982,Goblin Slayer: Goblin's Crown,2020,"['Animation', 'Adventure', 'Action', 'Fantasy']",86,['White Fox'],7.299,6.6,0.0,0.0,6.95
408,571265,tt9507234,Digimon Adventure: Last Evolution Kizuna,2020,"['Animation', 'Action', 'Adventure', 'Fantasy']",95,"['Toei Animation', 'Yumeta Company']",8.14,7.5,0.0,0.0,7.82
409,665251,tt9310328,Altered Carbon: Resleeved,2020,"['Animation', 'Science Fiction']",75,['ANIMA'],6.555,6.4,6.0,0.0,6.32
410,655431,tt11433874,Psycho-Pass 3: First Inspector,2020,"['Science Fiction', 'Action', 'Crime', 'Animation']",137,"['Production I.G', 'Fuji Television Network', 'TOHO', 'Sony Music Entertainment (Japan)', 'MAGNET', 'dentsu', 'Nitroplus']",7.598,7.4,0.0,0.0,7.5
411,688900,tt12079068,Sol Levante,2020,"['Animation', 'Action', 'Science Fiction', 'Fantasy']",4,['Production I.G'],4.767,4.8,0.0,0.0,4.78
412,667520,tt11958344,A Whisker Away,2020,"['Animation', 'Drama', 'Romance', 'Fantasy']",104,"['Studio Colorido', 'Fuji Television Network', 'Twin Engine', 'Fuji Creative Corporation', 'TOHO', 'KDDI', 'KADOKAWA', 'BS Fuji', 'Dentsu Meitetsu Communications']",7.877,6.7,9.3,0.0,7.96
413,682153,tt10588750,Doraemon: Nobita's New Dinosaur,2020,"['Animation', 'Adventure', 'Family', 'Fantasy', 'Science Fiction', 'Comedy']",111,"['Fujiko Productions', 'Shin-Ei Animation', 'Shogakukan', 'TV Asahi', 'ADK Emotions', 'Shogakukan-Shueisha Productions']",7.4,7.1,0.0,0.0,7.25
414,390635,tt8092118,Fate/stay night: Heaven's Feel III. Spring Song,2020,"['Animation', 'Romance', 'Fantasy', 'Action', 'Drama']",120,"['ufotable', 'Aniplex', 'TYPE-MOON', 'KADOKAWA']",7.714,8.0,0.0,0.0,7.86
415,632632,tt11802992,Given,2020,"['Animation', 'Drama', 'Music', 'Romance']",60,"['Lerche', 'Aniplex', 'dentsu', 'Fuji Television Network', 'movic', 'Shinshokan']",8.3,7.7,0.0,0.0,8.0
416,642121,tt11193002,The Stranger by the Shore,2020,"['Animation', 'Romance', 'Drama']",59,"['Studio Hibari', 'HALF H･P STUDIO', 'Shochiku', 'Fuji Television Network']",7.9,7.2,0.0,0.0,7.55
417,533514,tt8652818,Violet Evergarden: The Movie,2020,"['Animation', 'Drama', 'Fantasy', 'Romance']",140,"['Kyoto Animation', 'ABC Animation', 'Pony Canyon', 'Bandai Namco Arts', 'Rakuonsha']",8.295,8.3,10.0,0.0,8.87
418,635302,tt11032374,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,2020,"['Animation', 'Action', 'Fantasy']",117,"['ufotable', 'Aniplex', 'Shueisha', 'TOHO']",8.199,8.2,72/10,7.2,7.87
419,723343,tt13308788,Date A Bullet: Nightmare or Queen,2020,"['Animation', 'Action', 'Romance', 'Science Fiction']",29,['GEEKTOYS'],7.7,6.9,0.0,0.0,7.3
420,728754,tt13428402,Stand by Me Doraemon 2,2020,"['Animation', 'Adventure', 'Comedy', 'Science Fiction', 'Drama', 'Family', 'Fantasy']",96,"['TOHO', 'Shin-Ei Animation', 'Fujiko Productions', 'Shogakukan', 'TV Asahi', 'Shogakukan-Shueisha Productions', 'Shirogumi', 'Robot Communications', 'dentsu', 'Shuji Abe Office', 'Asahi Broadcasting Corporation', 'Nagoya Broadcasting Network', 'Kyushu Asahi Broadcasting', 'Hokkaido Television Broadcasting', 'Hiroshima Home Television', 'Shizuoka Asahi Television', 'Higashi Nippon Broadcasting', 'The Niigata Television Network 21', 'ADK Emotions']",7.778,7.5,0.0,0.0,7.64
421,779019,,Grisaia: Phantom Trigger the Animation - Stargazer,2020,"['Animation', 'Action']",59,['Bibury Animation Studios'],6.5,0.0,0.0,0.0,6.5
422,680041,tt13139218,Over the Sky,2020,"['Animation', 'Drama', 'Fantasy', 'Romance']",95,"['Digital Network Animation', 'TOHO', 'CUCURI', 'Money Today Publishing', 'SEVENTWO', 'Nichion', 'Kyoritz Advertising Agency', 'ASIA Pictures Entertainment', 'King Records']",6.8,5.4,0.0,0.0,6.1
423,637202,tt9534948,Fate/Grand Order the Movie: Divine Realm of the Round Table: Camelot 1 Wandering; Agateram,2020,"['Animation', 'Action', 'Adventure', 'History', 'Drama', 'Fantasy']",90,"['Signal.MD', 'Production I.G', 'DELiGHTWORKS', 'TYPE-MOON', 'Aniplex']",7.1,6.2,0.0,0.0,6.65
424,662708,tt11819890,Pokémon the Movie: Secrets of the Jungle,2020,"['Animation', 'Adventure', 'Family', 'Fantasy']",101,"['TOHO', 'Pikachu Project', 'OLM', 'The Pokémon Company', 'Shogakukan', 'TV Tokyo', 'TakaraTomy', 'jeki', 'Shogakukan-Shueisha Productions']",7.147,6.4,0.0,0.0,6.77
425,655437,tt13276012,Poupelle of Chimney Town,2020,"['Animation', 'Drama', 'Fantasy', 'Adventure']",100,"['Yoshimoto Kogyo', 'STUDIO4℃']",6.549,6.4,8.3,6.6,6.96
426,652837,tt12879624,"Josee, the Tiger and the Fish",2020,"['Animation', 'Drama', 'Romance']",98,"['BONES', 'KADOKAWA', 'Shochiku', 'jeki', ""TOY'S FACTORY"", 'KDDI', 'Movie Walker', 'TBS Radio']",8.266,7.6,10.0,0.0,8.62
427,732203,tt10766468,Gintama: The Very Final,2021,"['Animation', 'Action', 'Comedy', 'Drama']",104,"['BN Pictures', 'Shueisha', 'Aniplex', 'TV Tokyo', 'dentsu', 'Bandai', 'Warner Bros. Japan']",8.2,8.6,0.0,0.0,8.4
428,618851,tt10635042,Pretty Guardian Sailor Moon Eternal the Movie Part 1,2021,"['Animation', 'Action', 'Fantasy']",81,"['Toei Animation', 'Toei Company', 'Studio Deen', 'Kodansha', 'Kinoshita Group', 'Bandai', 'The Asahi Shimbun', 'King Records']",7.844,7.0,0.0,0.0,7.42
429,683127,tt12441478,Earwig and the Witch,2021,"['Animation', 'Fantasy', 'Family']",83,"['Studio Ghibli', 'NHK', 'NHK Enterprises']",5.882,4.7,2.8,4.6,4.5
430,784500,tt25407384,Pretty Guardian Sailor Moon Eternal the Movie Part 2,2021,"['Animation', 'Action', 'Fantasy', 'Drama']",80,"['Toei Animation', 'Toei Company', 'Studio Deen', 'Kodansha', 'Kinoshita Group', 'Bandai', 'The Asahi Shimbun', 'King Records']",8.2,0.0,0.0,0.0,8.2
431,283566,tt2458948,Evangelion: 3.0+1.0 Thrice Upon a Time,2021,"['Animation', 'Action', 'Science Fiction', 'Drama']",155,['khara'],8.197,8.0,10.0,8.5,8.67
432,662638,tt12093860,Detective Conan: The Scarlet Bullet,2021,"['Animation', 'Action', 'Crime', 'Mystery', 'Romance', 'Thriller']",110,"['TMS Entertainment', 'Shogakukan', 'Yomiuri Telecasting Corporation', 'Nippon Television Network Corporation', 'Shogakukan-Shueisha Productions', 'TOHO', 'Audio Planning U']",6.433,6.3,0.0,0.0,6.37
433,678458,tt12439248,Pompo the Cinephile,2021,"['Animation', 'Comedy', 'Drama']",94,"['CLAP', 'KADOKAWA', 'Happinet Phantom Studios', 'avex pictures', 'Shochiku', 'STUDIO MAUSU', 'movic', 'Movie Walker']",7.212,7.1,9.6,6.1,7.5
434,781816,tt13758684,Fortune Favors Lady Nikuko,2021,"['Animation', 'Drama', 'Family', 'Comedy']",97,"['Yoshimoto Kogyo', 'STUDIO4℃']",7.2,6.8,9.2,6.8,7.5
435,685274,tt13288678,Mobile Suit Gundam Hathaway,2021,"['Animation', 'Action', 'Drama', 'Science Fiction']",96,"['SUNRISE', 'TFC']",7.2,6.6,0.0,0.0,6.9
436,843241,tt13884144,The Seven Deadly Sins: Cursed by Light,2021,"['Animation', 'Fantasy']",79,['Studio Deen'],7.7,6.4,0.0,0.0,7.05
437,776305,tt13651628,Belle,2021,"['Animation', 'Science Fiction', 'Drama', 'Music']",121,"['Studio Chizu', 'Nippon Television Network Corporation', 'dentsu', 'TOHO', 'KADOKAWA', 'Hakuhodo DY Media Partners', 'Yomiuri Telecasting Corporation', 'BookWalker', 'NTT Docomo', 'Lawson Entertainment', 'Yomiuri Shimbun Company', 'movic']",7.642,7.0,9.5,8.3,8.11
438,579741,tt12735338,Words Bubble Up Like Soda Pop,2021,"['Animation', 'Romance', 'Drama']",88,"['Signal.MD', 'Sublimation']",7.34,6.8,10.0,0.0,8.05
439,768744,tt13544716,My Hero Academia: World Heroes' Mission,2021,"['Animation', 'Action', 'Adventure', 'Science Fiction']",105,"['BONES', 'TOHO', 'Yomiuri Telecasting Corporation', 'Shueisha', 'Nippon Television Network Corporation', 'dentsu', 'Sony Music Entertainment (Japan)', 'movic']",7.6,7.0,8.7,5.1,7.1
440,766423,tt13680598,Puparia,2021,"['Animation', 'Drama', 'Fantasy']",3,[],7.958,7.4,0.0,0.0,7.68
441,628964,tt13057626,Child of Kamiari Month,2021,"['Animation', 'Drama', 'Fantasy', 'Family']",100,"['Cretica Universal', 'LIDENFILMS', 'Aeon Entertainment', 'GUM', 'ABC Animation', 'Medicos Entertainment', 'Culture Entertainment', 'Nagoya Broadcasting Network', 'Sony Music Labels', 'KITAN CLUB', 'Kodansha', 'JR WEST INNOVATIONS', 'West Japan Marketing Communications', 'DIGITAL PLUS', 'GYAO', 'San-in Chuo Television Broadcasting', 'MurataPictures']",6.5,5.9,10.0,0.0,7.47
442,839100,tt14837960,Bright: Samurai Soul,2021,"['Animation', 'Action', 'Fantasy']",80,['ARECT'],5.604,5.5,4.0,0.0,5.03
443,633844,tt11417856,The Deer King,2021,"['Animation', 'Drama', 'Adventure', 'Fantasy']",113,"['Production I.G', 'KADOKAWA', 'Nippon Television Network Corporation', 'TOHO']",6.5,6.4,5.9,5.8,6.15
444,741335,tt13064272,Sing a Bit of Harmony,2021,"['Animation', 'Drama', 'Science Fiction']",109,"['J.C.STAFF', 'Shochiku', 'Funimation Films']",7.485,7.0,10.0,0.0,8.16
445,761898,tt13424422,Sword Art Online the Movie - Progressive - Aria of a Starless Night,2021,"['Animation', 'Action', 'Fantasy', 'Science Fiction']",97,"['A-1 Pictures', 'EGG FIRM', 'Straight Edge', 'Aniplex', 'KADOKAWA', 'Bandai Namco Entertainment']",7.9,7.2,0.0,0.0,7.55
446,798544,tt15052770,Summer Ghost,2021,"['Animation', 'Drama', 'Mystery', 'Fantasy']",40,"['FLAT STUDIO', 'avex pictures', 'FLAGSHIP LINE']",7.2,7.4,10.0,0.0,8.2
447,965244,tt15392166,Ghost in the Shell: SAC_2045 Sustainable War,2021,"['Animation', 'Action', 'Science Fiction']",118,"['FlyingDog', 'Production I.G', 'Sola Digital Arts']",6.8,5.8,0.0,0.0,6.3
448,810693,tt14331144,Jujutsu Kaisen 0,2021,"['Animation', 'Action', 'Fantasy']",105,"['MAPPA', 'Shueisha', 'Sumzap', 'MBS', 'TOHO']",8.114,7.8,9.8,7.1,8.2
449,912598,tt16360006,Bubble,2022,"['Animation', 'Adventure', 'Science Fiction', 'Fantasy']",101,"['WIT STUDIO', 'Story', 'Nitroplus', 'Lawson Entertainment', 'Straight Edge', 'Warner Bros. Japan']",7.291,6.4,5.2,5.6,6.12
450,846993,tt14967958,"Goodbye, Don Glees!",2022,"['Animation', 'Adventure', 'Drama']",95,"['Madhouse', 'KADOKAWA', 'TV Tokyo', 'AT-X', 'Movie Walker', 'Docomo Anime Store']",7.0,6.7,10.0,0.0,7.9
451,464768,tt6848928,Junk Head,2022,"['Animation', 'Science Fiction', 'Action', 'Adventure']",100,"['Surprise Red', 'Yamiken']",6.6,7.3,10.0,0.0,7.97
452,782054,tt13740078,Doraemon the Movie: Nobita's Little Star Wars 2021,2022,"['Animation', 'Science Fiction', 'Adventure', 'Family', 'Fantasy', 'Comedy']",108,"['Shin-Ei Animation', 'Fujiko Productions', 'Shogakukan', 'TV Asahi', 'ADK Emotions', 'Shogakukan-Shueisha Productions']",6.5,6.5,0.0,0.0,6.5
453,903939,tt19770970,Detective Conan: The Bride of Halloween,2022,"['Animation', 'Action', 'Crime', 'Mystery']",111,"['TMS Entertainment', 'V1 studio', 'Shogakukan', 'Yomiuri Telecasting Corporation', 'Nippon Television Network Corporation', 'Shogakukan-Shueisha Productions', 'TOHO', 'Audio Planning U']",6.4,6.8,0.0,0.0,6.6
454,820067,tt15721650,The Quintessential Quintuplets Movie,2022,"['Animation', 'Comedy', 'Romance']",136,"['Pony Canyon', 'Nichion', 'Bibury Animation Studios', 'BS11', 'GYAO', 'Kodansha', 'Good Smile Film', 'Bushiroad', 'MAGNET', 'TBS']",8.3,7.4,9.2,0.0,8.3
