id,director_id,title,budget,revenue,release_year,avg_score,imdb_vote_count
0,13,Good Time,2000000,3283369,2017,7.9,149259
1,13,Uncut Gems,19000000,50023780,2019,8.24,351556
2,13,Marty Supreme,65000000,172800000,2025,8.48,60529
