id,director_id,title,budget,revenue,release_year,avg_score,imdb_vote_count
0,3,What We Do in the Shadows,1600000,6300000,2014,8.09,212441
1,3,Thor: Ragnarok,180000000,855301806,2017,8.05,886443
2,3,Hunt for the Wilderpeople,2500000,23900000,2016,8.31,150963
3,3,Jojo Rabbit,14000000,82468705,2019,7.45,483917
4,3,Next Goal Wins,14000000,18062279,2023,5.48,29172
5,3,Thor: Love and Thunder,250000000,760928081,2022,6.12,455566
