tmdb_id,imdb_id,title,release_year,genres,budget,box_office_revenue,vote_average,vote_count
413578,tt6449936,Hands Up! 2: Track Aduowan,2010,Comedy,0,0,5.1,14
412261,tt1527156,Le Gendre idéal 2,2010,"Comedy, TV Movie",0,0,4.6,7
411358,tt1644523,Barking Island,2010,"History, Animation, Drama",0,0,5.667,9
411348,tt1606192,The Cage,2010,Drama,0,0,6.5,11
411337,tt1601236,Cake and Sand,2010,"Romance, Comedy, Drama",0,0,4.25,8
410991,tt1820533,Merry Little Christmas,2010,Horror,0,0,4.3,7
410674,tt1640108,Bastard,2010,Drama,0,0,4.4,9
409882,tt1674096,Porno de autor,2010,Comedy,0,0,3.667,6
409689,tt1956538,"José Martí, the Eye of the Canary",2010,Drama,0,0,5.8,5
409516,tt1439226,Europolis,2010,Not found,0,0,6.2,5
409376,,Hiyokoi,2010,"Animation, Romance",0,0,5.1,5
408956,tt1380232,Pudana: Last of the Line,2010,Drama,0,0,6.0,5
408316,tt1611019,Daniel Schmid: Le Chat Qui Pense,2010,Documentary,0,0,5.8,5
407951,tt1678046,La pantera negra,2010,Thriller,0,0,8.0,7
405507,tt1737601,Miel,2010,Not found,0,0,7.2,6
405320,tt1808340,Not Just a Game,2010,Not found,0,0,4.2,5
405301,tt6494534,"Bowie, Iggy & Lou 1971-1973: The Sacred Triangle",2010,"Music, Documentary",0,0,6.8,9
403567,tt1726284,The Cu Bird's Last Song,2010,Drama,0,0,6.9,7
399897,tt1760446,Siren XXX: Magical Pleasure,2010,"Thriller, Drama, Horror",0,0,6.5,25
399199,tt1593306,Twilight Vamps,2010,"Horror, Comedy, Romance",0,0,4.5,16
398307,tt1373405,The Awakening,2010,Not found,0,0,3.6,5
397910,tt1951193,Miedo,2010,Thriller,0,0,5.5,8
396613,tt1254966,Northern Comfort,2010,Drama,0,0,4.8,5
395809,tt4396270,Secundario,2010,Drama,0,0,7.8,8
394385,tt1625140,Rainer Werner Fassbinder's World on a Wire: Looking Ahead to Today,2010,Documentary,0,0,6.2,6
391559,tt1652291,Fast,2010,"Action, Comedy",0,0,7.9,74
387508,tt1904910,Half-Broken Music Box,2010,"Animation, Drama",0,0,5.2,7
386714,tt1565060,The 3rd Letter,2010,"Science Fiction, Drama",0,0,6.4,7
384189,tt1918873,Inside Story - The Silence of the Lambs,2010,Documentary,0,0,7.1,7
384108,tt3314154,Leonard Cohen: Bird on a Wire,2010,"Music, Documentary",0,0,5.2,8
382894,tt1735878,Love at First Sight,2010,"Drama, Romance",60000,0,7.9,7
380413,tt1601883,Classmates,2010,"Drama, Romance",0,0,4.0,7
380336,tt1395767,Mein,2010,"Drama, Thriller",0,0,5.6,9
379979,tt1077070,ASD - Alma sin dueño (Sin alma),2010,Thriller,0,0,5.9,219
378477,tt1709695,Metrobranding,2010,"History, Documentary",0,0,4.6,8
377468,tt3721692,She's a Punk Rocker UK,2010,"Music, Documentary",0,0,6.1,5
376074,tt1651934,Porki,2010,"Action, Crime",1053384,0,4.8,5
375848,tt1572507,The Simpsons 20th Anniversary Special - In 3D! On Ice!,2010,Documentary,0,0,6.938,16
375268,tt3671448,2016: Part 1,2010,"Science Fiction, Action",0,0,4.0,5
374315,tt1545555,Yellow Cake,2010,"Drama, Animation",3621,0,7.7,6
373828,tt1868050,Mama,2010,Drama,0,0,5.7,6
373394,tt2555422,Anne of Green Gables: Road to Green Gables,2010,"Drama, Animation, Adventure",0,0,7.0,7
372478,tt1781914,Taylor Swift: Speak Now,2010,"Music, Documentary",0,0,7.7,20
371613,tt1629261,El orden de las cosas,2010,Drama,0,0,6.9,9
369854,tt4528500,Santa and Death,2010,"Animation, Comedy",0,0,6.4,10
369800,tt1805322,Marcel the Shell with Shoes On,2010,"Comedy, Animation",0,0,6.6,39
369100,,Sekirei Pure Engagement Special,2010,Not found,0,0,8.5,6
368938,tt1704594,Heart,2010,Animation,0,0,5.7,10
367557,tt1727390,Waterberry Tears,2010,Drama,0,0,4.0,9
363849,tt1407071,Public Relations,2010,Comedy,0,0,3.9,6
362199,tt1534048,Organism,2010,Not found,0,0,3.063,8
362196,tt1756423,Birthday,2010,Drama,0,0,4.4,6
361235,tt1628845,Watch Over Me,2010,Horror,0,0,4.273,11
360508,tt1543838,Sitting,2010,Not found,0,0,6.0,6
360277,tt1727308,Inhalation,2010,Drama,0,0,5.4,8
359531,tt3684362,Blik,2010,"Animation, Romance",0,0,6.2,5
359218,tt1354022,Jordan,2010,"Adventure, Drama, Thriller, TV Movie",0,0,5.308,13
357858,tt1925526,Out,2010,Documentary,0,0,3.091,11
356098,tt1683042,There Are Things You Don't Know,2010,Drama,0,0,7.2,9
355072,tt1618470,Lizzie and Sarah,2010,"Comedy, TV Movie",0,0,7.4,5
354870,tt1399053,Monster: The Josef Fritzl Story,2010,"Crime, Documentary",0,0,5.0,57
354661,tt1324060,Jack's Family Adventure,2010,"TV Movie, Adventure, Family",2000000,0,7.1,8
354506,tt1663666,Pulse,2010,"Horror, TV Movie, Drama",0,0,4.8,9
354261,tt1753712,Easy Money,2010,"Thriller, Drama",0,0,5.5,14
354098,tt1769369,The President's Book of Secrets,2010,Documentary,0,0,5.8,6
353368,tt1813534,Nudisten,2010,Drama,0,0,4.4,13
352869,tt1612545,Du ritar fult,2010,Drama,0,0,6.8,8
352181,tt1756856,Val del Omar fuera de sus casillas,2010,Documentary,0,0,4.2,5
351945,tt1603786,Just Another Love Story,2010,Drama,0,0,4.0,6
351423,tt1557200,Dock Ellis & The LSD No-No,2010,"Animation, Documentary",0,0,6.4,9
348358,tt1670117,Rosamunde Pilcher: Wenn das Herz zerbricht,2010,Drama,0,0,3.0,6
348356,tt1545888,Rosamunde Pilcher: Im Zweifel für die Liebe,2010,"Romance, Drama",0,0,4.5,5
348205,tt1545696,The Building Manager,2010,Drama,0,0,5.9,9
348155,tt1667694,Verona,2010,Drama,0,0,2.571,7
347396,tt1820383,Animated History of Poland,2010,"History, Animation",0,0,6.7,25
346797,tt1636422,Before,2010,Drama,0,0,4.7,6
346545,tt1690519,Moonstruck,2010,"Drama, Romance",0,0,4.875,8
346318,tt1821542,Missing 44,2010,"Thriller, Horror",0,0,2.0,5
345567,tt2369523,Friendly People,2010,Not found,0,0,5.6,5
345564,,Red Candy,2010,"Drama, Romance",0,0,5.7,6
345350,tt1628750,Irma,2010,Documentary,0,0,4.6,5
343875,tt1640123,Familia,2010,Documentary,0,0,6.5,6
342813,tt1712217,Palace of Silents,2010,"Documentary, History",0,0,6.4,5
341147,tt1673935,Lilly Schönauer - Verliebt in einen Unbekannten,2010,Drama,0,0,5.4,5
340675,tt1568910,Vlast (Power),2010,Documentary,700000,0,5.9,8
340558,tt4259780,Fantasmas,2010,Comedy,0,0,7.2,6
340029,tt1611812,"Aurélie Dupont, Instants of Grace",2010,Documentary,0,0,8.4,5
339231,tt1705130,Robin: The Story of Dick Grayson,2010,Documentary,0,0,6.2,5
338772,tt1745908,The Chief,2010,Not found,0,0,5.8,5
338704,tt1626644,Nayakan,2010,"Action, Crime, Thriller",0,0,6.6,7
337531,tt1527170,Mis días con Gloria,2010,"Drama, Crime",0,0,4.5,6
337514,,East of Main Street: Asians Aloud,2010,Documentary,0,0,6.0,90
337045,tt1649349,Thriller Restaurant,2010,"Thriller, Horror",0,0,6.1,14
336720,,Mist,2010,Not found,0,0,6.5,6
336387,tt1592784,Release,2010,Documentary,0,0,6.5,6
334931,tt1843886,Dreams: Cinema of the Subconscious,2010,Documentary,0,0,7.1,10
334568,tt1577836,Love Naturally,2010,"Romance, Comedy, TV Movie",0,0,4.6,10
333926,tt2254087,Online Crush,2010,Drama,0,0,4.167,6
333772,tt11563476,Bad Things That Could Happen,2010,Comedy,0,0,6.4,10
332228,tt1789621,Wallace & Gromit's World of Invention,2010,"Family, Animation",0,0,6.1,8
331417,tt1883359,The Co(te)lette Film,2010,Music,308603,0,5.2,5
330815,tt1712068,Mamas & Papas,2010,Drama,0,0,3.5,6
330498,tt1671456,Drona 2010,2010,"Thriller, Horror, Mystery",0,0,4.875,8
330218,tt1820446,Four Friends,2010,Drama,0,0,4.1,5
329933,tt1636767,Ein Sommer in Marrakesch,2010,"Romance, Comedy",0,0,4.1,5
329223,tt1542792,Whatever She Wants,2010,"Comedy, Romance",0,0,6.7,6
328947,tt1637709,The Death I Dreamed Of,2010,"Drama, Horror, Romance",0,0,5.3,6
327958,tt1664794,Psychohydrography,2010,"Documentary, Animation",0,0,6.8,10
327674,tt0490236,The Invited,2010,Horror,0,0,3.577,13
325709,tt1942030,8UPPERS,2010,"Action, Drama",0,0,6.8,6
324352,tt0393049,Anderson's Cross,2010,"Romance, Comedy, Drama",300000,0,3.857,7
323278,tt1799112,The Baker's Wife,2010,Comedy,0,0,7.1,6
321941,tt1725885,Dead Frequency,2010,"Romance, Comedy, Drama",0,0,4.571,7
321285,tt1311047,Made in Poland,2010,Drama,0,0,5.8,5
318947,tt1608612,The Hills Have Thighs,2010,"Comedy, Mystery, Romance, Horror",0,0,3.364,11
318882,tt1754539,Steve,2010,Drama,0,0,6.7,18
317675,,SpongeBob SquarePants: Legends of Bikini Bottom,2010,"Animation, Comedy, Fantasy, Family",0,0,8.2,5
316776,tt1813757,Who Killed Captain Alex?,2010,"Action, Comedy, Drama",85,0,6.6,163
316265,tt2830606,Gretchen Road Movie,2010,Documentary,0,0,8.3,6
315620,tt1672218,Doctor Who: A Christmas Carol,2010,"Science Fiction, Drama",0,0,7.951,244
313809,tt1636441,Five,2010,"Romance, Drama",0,0,5.308,13
313646,tt1822266,Mumbai Pune Mumbai,2010,Romance,0,0,7.7,9
312936,tt2241353,Mouse for Sale,2010,"Comedy, Animation",0,0,4.8,5
311131,tt1673553,Words of Devotion: To the End of the World,2010,"Comedy, Drama, Romance",0,0,4.8,8
309834,tt1833060,Pig Iron,2010,Not found,0,0,7.2,5
309337,tt1558731,Cigarettes et bas nylons,2010,"Drama, TV Movie",0,0,5.385,13
308979,tt1729668,"Tim and Eric Awesome Show, Great Job! Chrimbus Special",2010,"Comedy, TV Movie",0,0,8.0,15
308691,tt1783260,Diane Wellington,2010,Not found,0,0,5.4,5
308306,tt1637995,Shambo Shiva Shambo,2010,Action,0,0,7.1,9
305680,tt1711488,Mercúrio,2010,Not found,0,0,4.8,5
305573,tt1512093,306,2010,Drama,0,0,4.0,7
304767,tt1861323,At the Opera,2010,Animation,0,0,7.1,19
304456,tt1618400,Thong Girl 4: The Body Electric,2010,Comedy,0,0,3.0,5
303690,tt1576379,Jungle Tales,2010,"Animation, Adventure",0,0,2.8,5
303003,tt1741549,"Ma femme, ma fille, 2 bébés",2010,Not found,0,0,6.0,6
301307,tt2470938,American Fetish,2010,"Mystery, Thriller, Crime",0,0,3.6,5
300618,tt1789885,Haze,2010,Drama,0,0,4.1,8
300617,tt1720215,Hair,2010,Drama,0,0,5.333,12
299340,tt1727800,The Valdemar Legacy II: The Forbidden Shadow,2010,"Mystery, Horror",0,0,5.3,80
298885,tt1599981,The Great Restaurant,2010,"Comedy, TV Movie",0,0,5.679,14
298207,tt1717147,Der kleine Nazi,2010,Comedy,0,0,6.714,8
297631,tt1667485,Spark of Being,2010,"Drama, Horror, Science Fiction",0,0,5.4,5
297289,tt1714135,The Lighthouse,2010,Animation,0,0,6.4,7
295069,tt1580427,Saturday Night,2010,"Comedy, Documentary",0,0,8.0,21
294486,tt1802171,Fantastic Laloux,2010,"Documentary, TV Movie",0,0,5.1,7
293430,tt1674087,The Screamers,2010,"Romance, Drama, Comedy",0,0,6.4,5
293241,tt1756672,Pegasus,2010,Drama,0,0,5.5,6
293114,tt1646131,The Painting Sellers,2010,Drama,570000,0,5.4,10
292936,tt1718845,"Ni reprise, ni échangée",2010,"Comedy, TV Movie",0,0,6.0,15
292572,tt1734438,Kim Newman's Guide to the Flipside of British Cinema,2010,Documentary,0,0,5.6,5
292019,tt1648187,Roses on Credit,2010,"Romance, Drama, War, TV Movie",0,0,4.588,17
291763,tt1836076,O Amor Segundo B. Schianberg,2010,Drama,0,0,3.375,8
291608,tt1640644,Farm,2010,"Drama, Horror",0,0,3.2,5
291416,tt1733316,Magic,2010,Drama,0,0,4.6,5
291017,tt1653855,Fin de concession,2010,Documentary,0,0,6.8,6
290254,tt1684932,A Suspension of Innocence,2010,"Thriller, Crime, Drama, TV Movie",0,0,4.875,8
289436,tt1584911,Wallander: The Witness,2010,"Crime, Thriller",0,0,4.8,13
289434,tt1533957,Wallander: The Ghost,2010,"Crime, Thriller",0,0,4.3,15
289423,tt1533707,Wallander: The Collector,2010,"Crime, Thriller",0,0,4.6,13
289358,tt1623200,Aghet,2010,"Documentary, History",0,0,8.2,5
289027,tt1290470,Arcadia Lost,2010,Drama,2000000,0,5.2,6
287756,tt1637702,Metropolis Refound,2010,Documentary,0,0,5.4,7
287363,tt1503714,Death Waltz,2010,Thriller,0,0,5.0,5
287216,tt1715355,Less and Less,2010,Comedy,0,0,6.1,9
286716,tt1379207,Peace,2010,Documentary,0,0,7.107,14
284584,tt1625884,Uncle David,2010,"Horror, Drama, Thriller",8000,0,3.875,8
284569,tt1625161,The Cow Who Wanted To Be a Hamburger,2010,"Animation, Comedy",0,0,5.4,8
284321,tt1533958,Wallander: The Heritage,2010,"Thriller, Crime",0,0,4.6,16
283674,tt1401185,Mei Mei,2010,"Mystery, Drama, Romance",0,0,5.929,7
