adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,budget,revenue,runtime,genres
False,/lYpScP0hkba0X3HY1VrKZ7LOMxS.jpg,"[878, 28, 18, 53]",10357,en,Volcano,"An earthquake shatters a peaceful Los Angeles morning and opens a fissure deep into the earth, causing lava to start bubbling up. As a volcano begins forming in the La Brea Tar Pits, the director of the city's emergency management service, working with a geologist, must then use every resource in the city to try and stop the volcano from consuming LA.",3.7748,/5xIjktjXuro7anZ6AR58t5ZYWjQ.jpg,1997-04-25,Volcano,False,5.93,1636,90000000.0,122823468.0,104.0,"['Science Fiction', 'Action', 'Drama', 'Thriller']"
False,/hGnJhGSeyWlerHcLNnD06sbX5wU.jpg,"[18, 53, 9648]",638,en,Lost Highway,"A tormented jazz musician finds himself lost in an enigmatic story involving murder, surveillance, gangsters, doppelgängers, and an impossible transformation inside a prison cell.",5.4115,/fdTtij6H0sX9AzIjUeynh5zbfm7.jpg,1997-01-15,Lost Highway,False,7.54,2885,15000000.0,3836866.0,134.0,"['Drama', 'Thriller', 'Mystery']"
False,,[99],568952,en,Investigating Tarzan,A look at the history and cultural impact of Tarzan.,7.9225,/kjqRXPTHpHRWbHNFyLiacdMMk6r.jpg,1997-01-01,Investigating Tarzan,False,0.0,0,0.0,0.0,52.0,['Documentary']
False,/u8qSrWBTvsFHPEy3Qy4ry4zFRua.jpg,"[10749, 35, 18]",54044,sv,Adam & Eva,"Adam and Eva have been married for four years. But the romance has disappeared from their relationship and has been replaced by boredom and old routine. When Adam meets his brother's baby-sitter, Jackie, he is immediately attracted to her. They have an affair, but Adam tell himself that they are only friends. However, when Eva finds out that he has a mistress, she leaves him. Adam tries to convince himself that he is free again, but soon realizes that he is still in love with Eva, and must win her back...",5.119,/QWPOG7KhWiPVlRkKVDDiKwp7u.jpg,1997-02-14,Adam & Eva,False,5.088,40,0.0,0.0,97.0,"['Romance', 'Comedy', 'Drama']"
False,/dMa5IBCZylgIKvpRA13a06RSSvn.jpg,"[28, 12, 18, 53]",9619,en,Dante's Peak,"Volcanologist Harry Dalton comes to the sleepy town of Dante's Peak to investigate the recent rumblings of the dormant volcano the burg is named for. Before long, his worst fears are realized when a massive eruption hits, and immediately, Harry, the mayor and the townspeople find themselves fighting for their lives amid a catastrophic nightmare.",3.9754,/8PRVIfZzDgw8EV3sDWJ6NA1ZMAn.jpg,1997-02-07,Dante's Peak,False,6.216,2023,116000000.0,178127760.0,108.0,"['Action', 'Adventure', 'Drama', 'Thriller']"
False,/hctm1pdmsk0wW5XV9EwuMUYTuXc.jpg,"[28, 53, 12, 80]",4824,en,The Jackal,"Hired by a powerful member of the Russian mafia to avenge an FBI sting that left his brother dead, a psychopathic hitman known only as The Jackal proves an elusive target for the people charged with the task of bringing him down: a deputy FBI director, a Russian MVK Major,  and a jailed IRA terrorist who can recognize him.",4.1807,/oXF26QmDEaRaH9Fbhs3NXtcnryx.jpg,1997-11-14,The Jackal,False,6.378,2060,60000000.0,159300000.0,124.0,"['Action', 'Thriller', 'Adventure', 'Crime']"
False,,[99],1419409,en,Eyewitness: Monster,"Which is the deadliest monster of all, real or imaginary? This video explores monsters of myth and movies and real-world animals that scare us.",7.1256,/yQFmfhJoSWjqQru0SjMNpA3H6kG.jpg,1997-09-29,Eyewitness: Monster,False,0.0,0,0.0,0.0,30.0,['Documentary']
False,,[],772132,es,Herencia fatal,,8.5961,/efcGw6VhdvvFVYmlJzEq58JQxKz.jpg,1997-01-01,Herencia fatal,False,5.0,2,0.0,0.0,0.0,[]
False,/ecZVDPB3ju7jxJy1kEsn2rnsVx6.jpg,"[10749, 35, 18]",9413,en,Picture Perfect,"A young advertising executive's life becomes increasingly complicated when, in order to impress her boss, she pretends to be engaged to a man she has just met.",3.7571,/xYnvr4o7GEaA2uyt4Q1ASUI5Obv.jpg,1997-08-01,Picture Perfect,False,5.851,447,19000000.0,44300000.0,105.0,"['Romance', 'Comedy', 'Drama']"
False,/74wyAwiWTGLpJGQIPMKjYjvSyl4.jpg,"[16, 18, 878]",21832,ja,新世紀エヴァンゲリオン劇場版 シト新生,"Originally a collection of clips from the Neon Genesis Evangelion TV series, Death was created as a precursor to the re-worked ending of the series. Rebirth was intended as that re-worked ending, but after production overruns Rebirth became only the first half of the first part of The End of Evangelion, with some minor differences.",4.3281,/lXBjqzo6c4NyLuJtqOiH39kswji.jpg,1997-03-15,Neon Genesis Evangelion: Death and Rebirth,False,7.4,483,0.0,15877.0,101.0,"['Animation', 'Drama', 'Science Fiction']"
False,,[35],535451,pt,O Prego,"Ronaldo is Brazilian, from good families and has a problem. His left hand is nailed to his father's table. The reason: Ronaldo has been abusing cocaine which has led him to accumulate debt. Their executioners did not forgive the fact that they had to travel once more, and again in vain, to Ronaldo's parents' cottage where he has been hiding. After confronting some characters (all of them seem sinister in Ronaldo's distorted gaze), the Brazilian manages to solve his problems, as if from a dream.",13.8189,/lqXoQ69MOb47g4iCQivvWaxjjo6.jpg,1997-11-21,O Prego,False,0.0,0,0.0,0.0,0.0,['Comedy']
False,,[],1132892,en,My Blessings,"A diary film, chronicling six days in the life of a woman in her early 30's. A portrait of isolation, striving, rejection and hope.",6.5357,/lz3voC7pMlDW8ADk5O9CQJO7seJ.jpg,1997-07-24,My Blessings,False,0.0,0,0.0,0.0,76.0,[]
False,,"[35, 18]",212125,fr,Soleil,"During a happy evening, the famous professor Levy, one of the masters of cardiac surgery, collapses, struck by a heart attack. His whole life comes back to him, and in particular his childhood, enlightened by a loving and beloved mother.",6.959,/6vluNfkD2OkmtMFR7nwdJoqv46r.jpg,1997-06-11,Soleil,False,6.1,12,0.0,0.0,104.0,"['Comedy', 'Drama']"
False,,"[18, 10770]",589356,en,Bogwoman,Bogwoman charts the experiences of a woman who moves to the city from Donegal in 1958. Down the years she copes with various personal and familiy pressures against the background of the emerging civil unrest and the redeployment of British troops into the area.,11.1734,/hRVb5wk8folMHUrCh1cVHD0ekgq.jpg,1997-06-13,Bogwoman,False,0.0,0,0.0,0.0,84.0,"['Drama', 'TV Movie']"
False,,[16],1114948,en,Blow,"A short dark animation about loneliness, aliens and sex in public places.",9.3211,,1997-08-01,Blow,False,1.0,2,0.0,0.0,2.0,['Animation']
False,/me5PQYBmvQqDOTAzChqaXgnIICp.jpg,[35],72562,pt,Ed Mort,"A detective is hired by a mysterious woman to find her missing husband, a master of disguises, and important industry executive.",7.3634,/7vCpkYCuNPsJsISrKuSUHd8VdxG.jpg,1997-05-05,Ed Mort,False,5.0,11,1.0,0.0,102.0,['Comedy']
False,/2RzrugSbC1iFI6fnsvUuk0wqzTc.jpg,"[80, 28, 35]",10622,cn,一個好人,A Chinese chef accidentally gets involved with a news reporter who filmed a drug bust that went awry and is now being chased by gangs who are trying to get the video tape.,4.0379,/wAAt2gvbkbeefzjd06GPfkdfUho.jpg,1997-01-31,Mr. Nice Guy,False,6.525,731,12700000.0,18800000.0,95.0,"['Crime', 'Action', 'Comedy']"
False,/zJIQI8Ub2Ej2VsOAlIFYLTKZJxg.jpg,"[878, 53]",60215,en,Darkdrive,"Set in some distant future, one man must restore order when a mainframe system crashes in a virtual reality prison where computers control the inmates thoughts.",7.0897,/2jjz6Gm4lDjgXkKEh9GtgrhQOhn.jpg,1997-11-01,Darkdrive,False,3.1,10,0.0,0.0,88.0,"['Science Fiction', 'Thriller']"
False,/hDUGoS4BKEAn5ZwJsFEGPU2fJtS.jpg,"[18, 36]",9746,en,Kundun,"The Tibetans refer to the Dalai Lama as 'Kundun', which means 'The Presence'. He was forced to escape from his native home, Tibet, when communist China invaded and enforced an oppressive regime upon the peaceful nation. The Dalai Lama escaped to India in 1959 and has been living in exile in Dharamsala ever since.",3.2965,/yvdFRDoQIQ5PBk4u8x8gJT8NJAw.jpg,1997-12-25,Kundun,False,6.794,482,28000000.0,5684789.0,134.0,"['Drama', 'History']"
False,/rdpHbANf1PDiVptSMTV5rfR25BP.jpg,[35],1488621,en,Endgame,The Meldrews make an effort to get on with their pleasant new neighbors; Victor buys a haunted caravan and accidentally kidnaps the mother of an Indian millionaire.,7.196,/e3hIdaxW0sb51mTij8A27XJQZRi.jpg,1997-12-25,Endgame,False,8.0,1,0.0,0.0,68.0,['Comedy']
False,/rHTAgPq6ZGoj5CqxFAh04Q3hJWH.jpg,"[10751, 12, 35]",1281,en,Bean,"Childlike Englishman, Mr. Bean, is an incompetent watchman at the Royal National Gallery. After the museum's board of directors' attempt to have him fired is blocked by the chairman, who has taken a liking to Bean, they send him to Los Angeles to act as their ambassador for the unveiling of a historic painting to humiliate him. Fooled, Mr. Bean must now successfully unveil the painting or risk his and a hapless Los Angeles curator's termination.",3.5654,/IwrDPrB4d2DMcpnGkvan46yINL.jpg,1997-07-03,Bean,False,6.469,2547,18000000.0,251212670.0,89.0,"['Family', 'Adventure', 'Comedy']"
False,,[99],650836,en,London Brief,A portrait of the London city - including tourist sites and trading markets.,4.7882,/qjuwdF89dCMTbbFVZsRQhN0nf5S.jpg,1997-10-01,London Brief,False,0.0,0,0.0,0.0,90.0,['Documentary']
False,/7ydKDg0YRjFGWmdOiqEthd3WMdx.jpg,[35],758092,es,Sístole diástole,"The love secrets of a large family are revealed during a trajinera tour on Xochimilco, culminating in a suicide attempt during a jackpot drawing.",5.9815,/dAfgu5yUsjqNac9uqALh79bSDvF.jpg,1997-01-01,Sweet Release,False,6.0,2,0.0,0.0,22.0,['Comedy']
False,/oJRlYxfG10h4sxk2A7fpeOZnaFi.jpg,"[27, 878]",9276,en,The Faculty,"When some very creepy things start happening around school, the kids at Herrington High make the chilling discovery that confirms their worst suspicions: their teachers really are from another planet!",53.089,/5XetJwmAiDC0EtH23NIXaqFn3Wl.jpg,1998-12-25,The Faculty,False,6.564,2188,15000000.0,40283321.0,104.0,"['Horror', 'Science Fiction']"
False,/yARLSUYlJm7CKE1jHc0aCQvJNN9.jpg,"[28, 35]",10686,ja,SF サムライ・フィクション,A warrior-in-training and his bumbling friends go in pursuit of a stolen sword.,40.5566,/yWKRqv2fEZ10nM7245CjZm4ttEO.jpg,1998-10-27,Samurai Fiction,False,6.672,58,0.0,0.0,111.0,"['Action', 'Comedy']"
False,/aCHn2TXYJfzPXQKA6r9mKPbMlUB.jpg,"[35, 18]",37165,en,The Truman Show,An insurance salesman begins to suspect that his whole life is actually some sort of reality TV show.,13.5508,/vuza0WqY239yBXOadKlGwJsZJFE.jpg,1998-06-04,The Truman Show,False,8.151,19859,60000000.0,264118712.0,103.0,"['Comedy', 'Drama']"
False,/hwwFyowfcbLRVmRBOkvnABBNIOs.jpg,"[10751, 16, 12, 35]",9487,en,A Bug's Life,"On behalf of ""oppressed bugs everywhere,"" an inventive ant named Flik hires a troupe of warrior bugs to defend his bustling colony from a horde of freeloading grasshoppers led by the evil-minded Hopper.",12.2878,/Ah3J9OJVc2CNCuH2zMydXy9fmIC.jpg,1998-11-25,A Bug's Life,False,6.974,9622,80000000.0,363258859.0,95.0,"['Family', 'Animation', 'Adventure', 'Comedy']"
False,/9FrpAtF87VKblKkDEiIZzYgO40K.jpg,"[28, 35, 80]",2109,en,Rush Hour,"When Hong Kong Inspector Lee is summoned to Los Angeles to investigate a kidnapping, the FBI doesn't want any outside help and assigns cocky LAPD Detective James Carter to distract Lee from the case. Not content to watch the action from the sidelines, Lee and Carter form an unlikely partnership and investigate the case themselves.",14.0508,/3WsLE6FtxEPRa6U9sbY1ckrn39s.jpg,1998-09-18,Rush Hour,False,7.061,5519,33000000.0,244721064.0,97.0,"['Action', 'Comedy', 'Crime']"
False,/rW2xRFlJRbTnBJlQTSjQmjevIwb.jpg,"[10752, 18, 36]",857,en,Saving Private Ryan,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",11.4988,/uqx37cS8cpHg8U35f9U5IBlrCV3.jpg,1998-07-24,Saving Private Ryan,False,8.221,16927,70000000.0,481840909.0,169.0,"['War', 'Drama', 'History']"
False,/mUYV0ZdsDEliGaQahcQH1F3grsP.jpg,"[16, 10751, 12]",10674,en,Mulan,"To save her father from certain death in the army, a young woman secretly enlists in his place and becomes one of China's greatest heroines in the process.",12.3636,/jAbexAtB0aSfP5Ay4TpWHARyVnG.jpg,1998-06-18,Mulan,False,7.901,10291,90000000.0,304320254.0,88.0,"['Animation', 'Family', 'Adventure']"
False,/hXsy4XCCHrUk81XoRhcooyWejao.jpg,"[35, 80]",115,en,The Big Lebowski,"Jeffrey 'The Dude' Lebowski, a Los Angeles slacker who only wants to bowl and drink White Russians, is mistaken for another Jeffrey Lebowski, a wheelchair-bound millionaire, and finds himself dragged into a strange series of events involving nihilists, adult film producers, ferrets, errant toes, and large sums of money.",10.4463,/9mprbw31MGdd66LR0AQKoDMoFRv.jpg,1998-03-06,The Big Lebowski,False,7.839,11977,15000000.0,47010480.0,117.0,"['Comedy', 'Crime']"
False,/y3zUOMWRoI2vC4ck2GBJyFWhzyA.jpg,"[35, 10751, 10749]",9820,en,The Parent Trap,"Hallie Parker and Annie James are identical twins who were separated at a young age due to their parents' divorce. Unbeknownst to their parents, the girls are sent to the same summer camp, where they meet, discover the truth about their relationship, and come up with a plan to switch places in an effort to reunite their mother and father.",10.0537,/dNqgjqxHIdfsQRQL5XTujNfX9pj.jpg,1998-07-28,The Parent Trap,False,7.214,4460,15000000.0,92108518.0,128.0,"['Comedy', 'Family', 'Romance']"
False,/1cO6OQJxz7YhTZ4V1OlkYfebeJa.jpg,"[28, 53, 878, 12]",95,en,Armageddon,"When an asteroid threatens to collide with Earth, NASA honcho Dan Truman determines the only way to stop it is to drill into its surface and detonate a nuclear bomb. This leads him to renowned driller Harry Stamper, who agrees to helm the dangerous space mission provided he can bring along his own hotshot crew. Among them is the cocksure A.J. who Harry thinks isn't good enough for his daughter, until the mission proves otherwise.",12.3687,/eTM3qtGhDU8cvjpoa6KEt5E2auU.jpg,1998-07-01,Armageddon,False,6.829,8434,140000000.0,553799566.0,151.0,"['Action', 'Thriller', 'Science Fiction', 'Adventure']"
False,/vyOFlV1afDHb9MMwJVyON4qXbvC.jpg,"[10751, 12, 16, 18, 10749]",9732,en,The Lion King II: Simba's Pride,"The circle of life continues for Simba, now fully grown and in his rightful place as the king of Pride Rock. Simba and Nala have given birth to a daughter, Kiara who's as rebellious as her father was. But Kiara drives her parents to distraction when she catches the eye of Kovu, the son of the evil lioness, Zira. Will Kovu steal Kiara's heart?",9.9354,/sWR1x6UCMCGN9xEf8RGhPS934X0.jpg,1998-10-24,The Lion King II: Simba's Pride,False,6.936,4625,0.0,0.0,81.0,"['Family', 'Adventure', 'Animation', 'Drama', 'Romance']"
False,,"[35, 10770]",266342,en,Amiche davvero!!,A week in the life of Claudia e Francesca and all their friends.,7.3359,/FTW5hlf5rqywRhwFO5aSzt6HjO.jpg,1998-03-19,Amiche davvero!!,False,6.0,4,0.0,0.0,95.0,"['Comedy', 'TV Movie']"
False,/7NKfxJrQn053UJeLftlx4m4NTzo.jpg,"[27, 28]",36647,en,Blade,"The Daywalker known as ""Blade"" - a half-vampire, half-mortal man - becomes the protector of humanity against an underground army of vampires.",9.1764,/hx0sdduAsr4rq03RZKZzglR25z7.jpg,1998-08-21,Blade,False,6.821,6559,45000000.0,131183530.0,121.0,"['Horror', 'Action']"
False,/mHG7dpLb0ZScSY3LpP443IHRmjy.jpg,"[16, 53]",10494,ja,PERFECT BLUE,"Rising pop star Mima quits singing to pursue a career as an actress. After she takes up a role on a popular detective show, her handlers and collaborators begin turning up murdered. Harboring feelings of guilt and haunted by visions of her former self, Mima's reality and fantasy meld into a frenzied paranoia.",9.1323,/6WTiOCfDPP8XV4jqfloiVWf7KHq.jpg,1998-02-28,Perfect Blue,False,8.3,3079,3000000.0,683666.0,82.0,"['Animation', 'Thriller']"
False,/6qHI1IYj7QlLSCwHRzkL62X175s.jpg,[18],73,en,American History X,"Derek Vineyard is paroled after serving 3 years in prison for killing two African-American men. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.",8.732,/x2drgoXYZ8484lqyDj7L1CEVR4T.jpg,1998-07-01,American History X,False,8.327,12363,20000000.0,23900000.0,119.0,['Drama']
False,/1gjmfxUd4JPhfoVZszyS9mLA5Uv.jpg,"[53, 80, 28]",11808,en,U.S. Marshals,"U.S. Marshal Sam Gerard is accompanying a plane load of convicts from Chicago to New York. The plane crashes spectacularly, and Mark Sheridan escapes. But when Diplomatic Security Agent John Royce is assigned to help Gerard recapture Sheridan, it becomes clear that Sheridan is more than just another murderer.",8.4094,/5ST0BydDSXtW5AtfDDhTVS13pTt.jpg,1998-03-06,U.S. Marshals,False,6.532,1751,60000000.0,102367405.0,131.0,"['Thriller', 'Crime', 'Action']"
False,,[16],1487601,en,Glove Story,"A live-action, stop-motion story of a one glove coming up against a gang full of mobster gloves. This used lost gloves the filmmaker collected with help from friends, and wire-and-putty armatures were built to put in the gloves and was filmed near campus. Caroline Leaf, was J. Liu's teacher at the time of production.",6.7131,,1998-01-01,Glove Story,False,0.0,0,0.0,0.0,7.0,['Animation']
False,/taOj7lSsCsaUjicddcV8nDUPAYz.jpg,"[10749, 80, 18]",123707,ro,Terminus paradis,"Mitu and Elena get to know each other in the course of a vodka drinking contest and discover that they are both dissatisfied with the status quo. Mitu is about to begin military service and Elena is to be married to a man she does not love. They decide they are meant for each other and plan on a different future, one that is on a collision course with the authorities, and start a mad affair.",14.6687,/rGafgpADv9enlhEenp3r48Ya7Jp.jpg,1998-09-01,Next Stop Paradise,False,6.872,39,0.0,0.0,99.0,"['Romance', 'Crime', 'Drama']"
False,/dgnRZJRIqa3P4O1fBtYfsCS8HlR.jpg,"[35, 10402, 18]",970909,ar,مسرحية الابندا,,3.3954,/A3XbrJhfl5X9NXNcsvjvSHU9n3U.jpg,1998-01-04,Alabanda,False,0.0,0,0.0,0.0,300.0,"['Comedy', 'Music', 'Drama']"
False,/z6Cxs29a2vX2Oq79sLCZ5BOZMJ7.jpg,"[18, 10749]",37636,en,High Art,"When Syd, a young editor at an influential art magazine,  becomes involved with her neighbor, a drug-addicted lesbian photographer, both seek to exploit each other for their respective careers while slowly falling in love with each other.",6.2045,/qTg05RNJIvb9w4Z7XIcAZxuZmTn.jpg,1998-06-12,High Art,False,6.2,142,0.0,1929168.0,101.0,"['Drama', 'Romance']"
False,/z0Yh4N38FUntBln5YMgHGtrimOZ.jpg,"[12, 16, 18, 10751]",9837,en,The Prince of Egypt,"The strong bond between two Royal Egyptian brothers is challenged when their chosen responsibilities set them at odds, with extraordinary consequences.",8.6988,/2xUjYwL6Ol7TLJPPKs7sYW5PWLX.jpg,1998-12-16,The Prince of Egypt,False,7.3,4231,70000000.0,218613188.0,99.0,"['Adventure', 'Animation', 'Drama', 'Family']"
False,/uMBByiSDpgFwWVegAtwwnuzvogJ.jpg,"[14, 18, 10749]",297,en,Meet Joe Black,"Bill Parrish has it all - success, wealth and power. Days before his 65th birthday, he receives a visit from a mysterious stranger, Joe Black, who soon reveals himself as Death. In exchange for extra time, Bill agrees to serve as Joe's earthly guide. But will he regret his choice when Joe unexpectedly falls in love with Bill's beautiful daughter Susan?",6.6224,/fDPAjvfPMomkKF7cMRmL5Anak61.jpg,1998-11-12,Meet Joe Black,False,7.355,5649,90000000.0,142940100.0,178.0,"['Fantasy', 'Drama', 'Romance']"
False,/gT4XVSEmGKOJ0EgSEUTfCeqgEtc.jpg,"[878, 28, 53]",929,en,Godzilla,"French nuclear tests irradiate an iguana into a giant monster that viciously attacks freighter ships in the Pacific Ocean. A team of experts, including Niko Tatopoulos, conclude that the oversized reptile is the culprit. Before long, the giant lizard is loose in Manhattan as the US military races to destroy the monster before it reproduces and it's spawn takes over the world.",6.7474,/xJVl1I95StraYAwaNbBkVoWE2qA.jpg,1998-05-20,Godzilla,False,5.7,4150,130000000.0,379014294.0,139.0,"['Science Fiction', 'Action', 'Thriller']"
False,/sWi4SSeVPii4NU365Df9vzX1yOX.jpg,"[9648, 878]",2666,en,Dark City,"A man struggles with memories of his past, including a wife he cannot remember, in a nightmarish world with no sun and run by beings with telekinetic powers who seek the souls of humans.",6.3412,/tNPEGju4DpTdbhBphNmZoEi9Bd3.jpg,1998-02-27,Dark City,False,7.334,3109,27000000.0,27200000.0,101.0,"['Mystery', 'Science Fiction']"
False,/frqahc6v8wt0p2Zo3XKBu2dg73z.jpg,"[28, 53, 80]",8195,en,Ronin,"A briefcase with undisclosed contents – sought by Irish terrorists and the Russian mob – makes its way into criminals' hands. An Irish liaison assembles a squad of mercenaries, or 'ronin', and gives them the thorny task of recovering the case.",9.2229,/AirrhRJjHwytOV0pdLu7YZ4DEyr.jpg,1998-09-25,Ronin,False,6.96,2602,55000000.0,70692101.0,122.0,"['Action', 'Thriller', 'Crime']"
False,,[],280033,de,Tödliche Diamanten,,8.7487,,1998-01-01,Tödliche Diamanten,False,2.0,2,0.0,0.0,0.0,[]
False,/pWmJBkdb0EMb3PSd2f9wjza0krb.jpg,"[28, 18, 878]",8656,en,Deep Impact,"A seven-mile-wide space rock is hurtling toward Earth, threatening to obliterate the planet. Now, it's up to the president of the United States to save the world. He appoints a tough-as-nails veteran astronaut to lead a joint American-Russian crew into space to destroy the comet before impact. Meanwhile, an enterprising reporter uses her smarts to uncover the scoop of the century.",6.3846,/a3vQS7JKqlOb3MdVJHuTCP9s7Mg.jpg,1998-05-08,Deep Impact,False,6.231,3242,75000000.0,349464664.0,121.0,"['Action', 'Drama', 'Science Fiction']"
False,,"[18, 10749]",1090219,tr,Deniz Bekliyordu,,10.3307,,1998-04-30,Deniz Bekliyordu,False,6.0,1,0.0,0.0,0.0,"['Drama', 'Romance']"
False,/wn0e4o0FYd2cBouOviUeTOWzL89.jpg,"[28, 12]",9342,en,The Mask of Zorro,"It has been twenty years since Don Diego de la Vega fought Spanish oppression in Alta California as the legendary romantic hero, Zorro. Having escaped from prison he transforms troubled bandit Alejandro into his successor, in order to foil the plans of the tyrannical Don Rafael Montero who robbed him of his freedom, his wife and his precious daughter.",6.8338,/bdMufwGDDzqu4kTSQwrKc5WR4bu.jpg,1998-07-16,The Mask of Zorro,False,6.578,4264,95000000.0,250288523.0,136.0,"['Action', 'Adventure']"
False,/pYl4YpepgRbr504D7ep58C5gMyF.jpg,"[10749, 18, 14]",795,en,City of Angels,"When a guardian angel – who invisibly watches over the citizens of Los Angeles – becomes captivated by a strong-willed heart surgeon, he ponders trading in his pure, otherworldly existence for a mortal life with his beloved. The couple embarks on a tender but forbidden romance spanning heaven and Earth.",7.1096,/iuzxpUjHsbQJXV3kB9ZAdCimM60.jpg,1998-04-10,City of Angels,False,6.806,2304,55000000.0,198685114.0,114.0,"['Romance', 'Drama', 'Fantasy']"
False,/64FS28I3nHPsgP4D4yTe8yivwfk.jpg,[18],180662,pt,O Viajante,"Fortune takes four human beings to the last frontier of passion. There, where love becomes almost inhuman and divine. As if he was a comet, Rafael, the traveler, appears at the party for the cities patron saint, in a small town in the interior of Minas Gerais. He is the one who brings passion and crime, vanishing afterwards, leaving a poetic feeling in the air, which is always deadly to the ones who stay. Mrs. Ana de Lara, the proud rich widow, and Missy, still a child, whose beauty and innocence are like the Tiê-Sangue, a red bird, are the travelers victims. There is also Master Juca do Vale, a criminal, whose passion turns him incredibly human, in this story of love, death, forgiveness and resurrection.",11.5021,/iZa2asHRn6gIkc1kXH70kbNiZQX.jpg,1998-11-01,Traveller,False,6.125,9,0.0,0.0,114.0,['Drama']
False,/nmGgqRzbb0OHJloknzlorUzUVQo.jpg,"[28, 35, 80, 12]",2330,fr,Taxi,"In Marseilles a skilled pizza delivery boy Daniel who drives a scooter finally has his dreams come true. He gets a taxi license. Caught by the police for a huge speed infraction, he will help Emilien, a loser inspector who can't drive, on the track of German bank robbers, so he doesn't lose his license and his dream job.",5.2482,/egBxj3ude84theXc3cLbBHrWOkQ.jpg,1998-04-08,Taxi,False,6.719,2659,8700000.0,44218015.0,86.0,"['Action', 'Comedy', 'Crime', 'Adventure']"
False,/zJCH92pdBjUJ5x2ZpeZQHzYAHEn.jpg,[35],38005,de,Hinterholz 8,"Herbert Krcal (Roland Düringer) and his wife Margit (Nina Proll) dream of owning a home. They prefer to do this in the ""Blue Lagoon"", a prefabricated house park in the south of Vienna, where they regularly go on pilgrimage with their son Philipp. Just as regularly, they have to recognize the bitter truth that they cannot actually afford the dream house they have visited.",8.2549,/2mXXl6PLpDHKsTrp59V0eQpz8GQ.jpg,1998-09-18,Hinterholz 8,False,6.2,30,0.0,0.0,105.0,['Comedy']
False,/eA0qc5ihjSKG05tdJO4QPgYPAwY.jpg,"[16, 10751, 12, 14, 28]",10228,ja,劇場版ポケットモンスター ミュウツーの逆襲,"Determined to prove its superiority, a bio-engineered Pokémon called Mewtwo lures Ash, Pikachu and others into a Pokemon match like none before.",5.0106,/xPW3AeK3iQi1Zd9dCbdNLijE48o.jpg,1998-07-18,Pokémon: The First Movie,False,6.9,1554,30000000.0,163644940.0,96.0,"['Animation', 'Family', 'Adventure', 'Fantasy', 'Action']"
False,,[],1512310,en,Rose,A woman is terrorized by a mysterious phone call claiming to be her from the past. Part of the Two Lives series of films produced by RTE,9.0503,,1998-02-15,Rose,False,0.0,0,0.0,0.0,28.0,[]
False,/4ZhLKL4JUEn9Mg3N6YttGP5UVsr.jpg,"[35, 10749, 18]",123338,cn,玉蒲團III官人我要,"New prostitutes Susan, Fanny, and Chinyun are inducted into the Fragrance House brothel where they are trained in the ways of lovemaking by their veteran madam Tall Kau. Eventually all three enter circulation where Susan is crowned the top prize and becomes enamored of budding scholar Chu Chi-Ang. Fanny is jealous beyond all means and though she's bought by famous horse trader Sir Lui, she still plans her revenge on Susan.",6.0584,/1KkbAANBIa6frfd90kBK8E4ucbD.jpg,1998-04-23,Sex and Zen III,False,6.2,29,0.0,0.0,95.0,"['Comedy', 'Romance', 'Drama']"
False,/dNW7ftcqEAvKmDkuRPaLC4gnhwJ.jpg,"[80, 53, 18]",1965,en,A Perfect Murder,"Millionaire industrialist Steven Taylor is a man who has everything but what he craves most: the love and fidelity of his wife. A hugely successful player in the New York financial world, he considers her to be his most treasured acquisition. But she needs more than simply the role of dazzling accessory.",5.171,/wC0ax12N9GQ8vMXPEs4nES5AAiB.jpg,1998-06-05,A Perfect Murder,False,6.5,1518,60000000.0,128038368.0,107.0,"['Crime', 'Thriller', 'Drama']"
False,,[35],357499,de,Die Sekretärinnen,Nine secretaries dream of life and love musically while typing around.,9.5856,,1998-01-01,Die Sekretärinnen,False,0.0,0,0.0,0.0,0.0,['Comedy']
False,/56LVJ4BIzvSX9GdiqPliVzagINz.jpg,"[53, 35]",1249866,en,Wasted,Three friends are trapped in a dead-end basement surrounded by the un-dead.  With only one cartridge and a video camera the odds are stacked against them.  Will they become fodder for the brain hungry towns folk or is their greatest threat from the enemy within?,10.1648,,1998-01-01,Wasted,False,0.0,0,0.0,0.0,12.0,"['Thriller', 'Comedy']"
False,,"[27, 53, 80]",1293005,en,The Terrorists,"Two terrorists (Ben Morgan and GW Lawrence) kidnap the daughters of influential government officials and threaten to execute them if their demands are not met! The women are chloroformed and carried off to an unknown location. One by one, the innocent women die horribly as the government refuses to give in to the terrorists demands!",10.7238,/ltP2MmsYelHcLIZj77lams8omye.jpg,1998-10-10,The Terrorists,False,0.0,0,0.0,0.0,80.0,"['Horror', 'Thriller', 'Crime']"
