title,release_date,budget,revenue,runtime,genres,release_year
City of Angels,1998-04-10,55000000.0,198685114.0,114.0,"['Romance', 'Drama', 'Fantasy']",1998
Traveller,1998-11-01,0.0,0.0,114.0,['Drama'],1998
Taxi,1998-04-08,8700000.0,44218015.0,86.0,"['Action', 'Comedy', 'Crime', 'Adventure']",1998
Hinterholz 8,1998-09-18,0.0,0.0,105.0,['Comedy'],1998
Pokémon: The First Movie,1998-07-18,30000000.0,163644940.0,96.0,"['Animation', 'Family', 'Adventure', 'Fantasy', 'Action']",1998
Rose,1998-02-15,0.0,0.0,28.0,[],1998
Sex and Zen III,1998-04-23,0.0,0.0,95.0,"['Comedy', 'Romance', 'Drama']",1998
A Perfect Murder,1998-06-05,60000000.0,128038368.0,107.0,"['Crime', 'Thriller', 'Drama']",1998
Die Sekretärinnen,1998-01-01,0.0,0.0,0.0,['Comedy'],1998
Wasted,1998-01-01,0.0,0.0,12.0,"['Thriller', 'Comedy']",1998
The Terrorists,1998-10-10,0.0,0.0,80.0,"['Horror', 'Thriller', 'Crime']",1998
Vampires,1998-10-30,20000000.0,20308772.0,108.0,"['Action', 'Fantasy', 'Horror']",1998
Dangerous Invitation,1998-05-13,0.0,0.0,95.0,['Thriller'],1998
Lethal Weapon 4,1998-07-10,140000000.0,285444603.0,127.0,"['Action', 'Crime', 'Thriller']",1998
Hoffnung für Julia,1998-06-24,0.0,0.0,0.0,['Drama'],1998
Enemy of the State,1998-11-20,90000000.0,250649836.0,132.0,"['Action', 'Drama', 'Thriller']",1998
Lost in Space,1998-04-03,80000000.0,136159423.0,130.0,"['Science Fiction', 'Adventure']",1998
Stepmom,1998-12-25,50000000.0,159710793.0,125.0,"['Drama', 'Romance', 'Comedy']",1998
Antz,1998-10-02,60000000.0,171757863.0,83.0,"['Animation', 'Comedy', 'Adventure', 'War']",1998
Mercury Rising,1998-04-03,60000000.0,93100000.0,111.0,"['Action', 'Crime', 'Drama', 'Thriller']",1998
There's Something About Mary,1998-07-15,23000000.0,369900000.0,120.0,"['Romance', 'Comedy']",1998
Halloween H20: 20 Years Later,1998-08-05,17000000.0,75041738.0,86.0,"['Horror', 'Thriller']",1998
Watani: A World Without Evil,1998-01-02,0.0,0.0,78.0,['Drama'],1998
EverAfter,1998-07-31,26000000.0,98005666.0,121.0,"['Drama', 'Romance', 'Comedy']",1998
The Sexperiment,1998-01-01,0.0,0.0,102.0,"['Romance', 'Thriller']",1998
Preethsod Thappa,1998-11-06,0.0,0.0,143.0,[],1998
Navsaacha Por,1998-06-01,0.0,0.0,142.0,['Drama'],1998
Hard Time,1998-12-12,0.0,0.0,90.0,"['Action', 'Crime', 'TV Movie']",1998
Hope Floats,1998-05-29,30000000.0,81471882.0,114.0,"['Romance', 'Drama', 'Comedy']",1998
Sollamale,1998-07-31,0.0,0.0,0.0,"['Comedy', 'Romance']",1998
Deadly Tales,1998-01-01,0.0,0.0,90.0,['Horror'],1998
Obrus s monogramom,1998-01-01,0.0,0.0,0.0,['Drama'],1998
Fallen,1998-01-16,46000000.0,25232289.0,124.0,"['Crime', 'Drama', 'Thriller']",1998
L'interview,1998-05-01,0.0,0.0,18.0,['Drama'],1998
The Thin Red Line,1998-12-23,52000000.0,98126565.0,171.0,"['Drama', 'History', 'War']",1998
Phantom of the Pine Barrens,1998-01-01,0.0,0.0,49.0,[],1998
Wild Things,1998-03-20,20000000.0,67200000.0,108.0,"['Mystery', 'Thriller', 'Drama']",1998
Fear and Loathing in Las Vegas,1998-05-22,18500000.0,10700000.0,118.0,"['Adventure', 'Drama', 'Comedy']",1998
In All Innocence,1998-11-25,0.0,0.0,98.0,"['Drama', 'Romance']",1998
The Deathbus,1998-03-29,0.0,0.0,90.0,"['TV Movie', 'Thriller']",1998
The Negotiator,1998-07-29,50000000.0,44547681.0,140.0,"['Action', 'Crime', 'Drama', 'Thriller']",1998
Enough Already,1998-01-01,0.0,0.0,91.0,['Comedy'],1998
Goodbye Captain,1998-01-01,0.0,0.0,92.0,['Action'],1998
You've Got Mail,1998-12-18,65000000.0,250800000.0,119.0,"['Comedy', 'Romance']",1998
Things II,1998-01-01,0.0,0.0,83.0,['Horror'],1998
Bride of Chucky,1998-10-15,25000000.0,50688658.0,89.0,"['Horror', 'Comedy']",1998
The Stringer,1998-01-01,0.0,0.0,88.0,[],1998
Promise,1998-01-01,0.0,0.0,0.0,[],1998
Geliebte Gegner,1998-01-01,0.0,0.0,89.0,"['Crime', 'Comedy']",1998
A Night at the Roxbury,1998-10-01,17000000.0,30331165.0,82.0,"['Comedy', 'Romance']",1998
I Still Know What You Did Last Summer,1998-11-13,24000000.0,84002112.0,100.0,"['Horror', 'Mystery', 'Thriller']",1998
Day of the Full Moon,1998-08-29,0.0,0.0,93.0,['Drama'],1998
Chinese Erotic Ghost Story,1998-06-12,0.0,0.0,84.0,['Fantasy'],1998
Doctor Dolittle,1998-06-26,71000000.0,294500000.0,85.0,"['Comedy', 'Family', 'Fantasy']",1998
Camelot,1998-03-24,0.0,0.0,50.0,['Animation'],1998
Great Expectations (not what you’re thinking),1998-09-14,0.0,0.0,1.0,['Animation'],1998
Do Numbri,1998-01-01,0.0,0.0,0.0,"['Action', 'Drama']",1998
Jump Boy,1998-01-01,0.0,0.0,11.0,[],1998
Who Am I?,1998-01-17,0.0,0.0,120.0,"['Adventure', 'Action', 'Comedy', 'Thriller']",1998
Legion,1998-04-18,0.0,0.0,97.0,"['Action', 'Science Fiction']",1998
Bella,1998-01-01,0.0,0.0,15.0,['Drama'],1998
The Siege,1998-11-06,70000000.0,116700000.0,116.0,"['Drama', 'Action', 'Thriller', 'Crime']",1998
Sri Ramulayya,1998-08-08,0.0,0.0,0.0,[],1998
Home Chronicles,1998-09-18,0.0,0.0,88.0,['Drama'],1998
Atómica,1998-01-09,0.0,0.0,102.0,[],1998
Strange Parallel,1998-10-15,0.0,0.0,30.0,"['Documentary', 'Music', 'Fantasy']",1998
Deep Rising,1998-01-30,45000000.0,11203026.0,106.0,"['Adventure', 'Action', 'Horror', 'Science Fiction']",1998
The Night Sweeper,1998-08-25,0.0,0.0,8.0,"['Drama', 'Comedy']",1998
Star Trek: Insurrection,1998-12-11,70000000.0,112587658.0,103.0,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",1998
Hawaiian Homecoming,1998-01-01,0.0,0.0,66.0,['Music'],1998
A Simple Plan,1998-12-11,17000000.0,16316273.0,121.0,"['Crime', 'Drama', 'Thriller']",1998
Fight Club,1999-10-15,63000000.0,100853753.0,139.0,"['Drama', 'Thriller']",1999
The Matrix,1999-03-31,63000000.0,463517383.0,136.0,"['Action', 'Science Fiction']",1999
The Green Mile,1999-12-10,60000000.0,286801374.0,189.0,"['Fantasy', 'Drama', 'Crime']",1999
Toy Story 2,1999-10-30,90000000.0,497375404.0,92.0,"['Animation', 'Comedy', 'Family']",1999
The Alchemy of Ecstasy,1999-01-01,0.0,0.0,0.0,"['Drama', 'Romance']",1999
The Mummy,1999-04-16,80000000.0,415885488.0,124.0,"['Adventure', 'Action', 'Fantasy']",1999
Eyes Wide Shut,1999-07-16,65000000.0,162100000.0,159.0,"['Drama', 'Thriller', 'Mystery']",1999
American Beauty,1999-09-15,15000000.0,356296601.0,122.0,['Drama'],1999
The Sixth Sense,1999-08-06,40000000.0,672800000.0,107.0,"['Mystery', 'Thriller', 'Drama']",1999
American Pie,1999-07-09,11000000.0,235483004.0,95.0,"['Comedy', 'Romance']",1999
Tarzan,1999-06-17,130000000.0,448200000.0,88.0,"['Family', 'Adventure', 'Animation']",1999
10 Things I Hate About You,1999-03-30,16000000.0,53478166.0,97.0,"['Comedy', 'Romance', 'Drama']",1999
Cruel Intentions,1999-03-05,10500000.0,76347426.0,98.0,"['Drama', 'Romance']",1999
Kráľovská hra,1999-01-01,0.0,0.0,0.0,['Drama'],1999
Einfach raus,1999-06-30,0.0,0.0,85.0,[],1999
Star Wars: Episode I - The Phantom Menace,1999-05-19,115000000.0,924317558.0,136.0,"['Adventure', 'Action', 'Science Fiction']",1999
Uncomfortable Comfortable,1999-07-18,0.0,0.0,93.0,['Drama'],1999
Sleepy Hollow,1999-11-19,100000000.0,206071526.0,105.0,"['Fantasy', 'Thriller', 'Mystery', 'Horror']",1999
Skok,1999-11-01,0.0,0.0,53.0,"['Crime', 'Drama']",1999
Swamp!,1999-10-13,0.0,0.0,80.0,"['Horror', 'Comedy']",1999
The Man,1999-04-05,0.0,0.0,80.0,[],1999
The World Is Not Enough,1999-11-17,135000000.0,361832400.0,128.0,"['Adventure', 'Action', 'Thriller']",1999
Notting Hill,1999-05-21,42000000.0,363889678.0,124.0,"['Romance', 'Comedy']",1999
The Ninth Gate,1999-08-25,38000000.0,58401898.0,133.0,"['Mystery', 'Thriller', 'Horror']",1999
The Dance,1999-11-02,0.0,0.0,65.0,"['Drama', 'Thriller']",1999
Full Body Massage,1999-07-10,0.0,0.0,93.0,"['Drama', 'TV Movie']",1999
Galaxy Quest,1999-12-25,45000000.0,90683916.0,102.0,"['Comedy', 'Science Fiction', 'Adventure']",1999
Double Jeopardy,1999-09-24,70000000.0,177841558.0,105.0,"['Thriller', 'Crime', 'Mystery']",1999
The Iron Giant,1999-08-06,50000000.0,23300000.0,86.0,"['Animation', 'Science Fiction', 'Family', 'Drama']",1999
Payback,1999-02-05,90000000.0,161626121.0,100.0,"['Action', 'Drama', 'Crime', 'Thriller']",1999
