title,release_date,budget,revenue,runtime,genres,release_year
Panda Express,2009-01-25,0.0,0.0,93.0,[],2009
Underworld: Rise of the Lycans,2009-01-22,35000000.0,92158961.0,92.0,"['Fantasy', 'Action', 'Thriller']",2009
The Return of Musketeers or the Treasure of Cardinal Mazarini,2009-02-05,7000000.0,2540000.0,110.0,"['Adventure', 'Science Fiction']",2009
Zero,2009-09-15,0.0,0.0,110.0,"['Action', 'Drama']",2009
Special Mission Erotic Man First and Last Omnibus,2009-05-07,0.0,0.0,80.0,['Comedy'],2009
Malayan,2009-07-24,0.0,0.0,0.0,['Drama'],2009
Fast Forward,2009-09-25,0.0,0.0,0.0,"['Music', 'Action', 'Drama']",2009
Crank: High Voltage,2009-04-16,20000000.0,34600000.0,96.0,"['Action', 'Thriller', 'Crime']",2009
Orphan,2009-07-24,20000000.0,77912251.0,123.0,"['Horror', 'Thriller']",2009
Stolen Kiss,2009-11-03,0.0,0.0,70.0,['Drama'],2009
Precious,2009-11-06,10000000.0,47536959.0,110.0,['Drama'],2009
One Day Less,2009-10-04,0.0,0.0,80.0,[],2009
Public Enemies,2009-07-01,100000000.0,214104620.0,140.0,"['Crime', 'History', 'Drama']",2009
Doc West,2009-09-07,0.0,0.0,180.0,"['Western', 'Action']",2009
Bratislavafilm,2009-10-01,0.0,0.0,75.0,"['Documentary', 'Drama']",2009
Sculpture,2009-07-22,0.0,0.0,90.0,['Horror'],2009
Losing It,2009-08-29,0.0,0.0,13.0,"['Drama', 'Thriller']",2009
Arthur and the Revenge of Maltazard,2009-11-26,87000000.0,52377611.0,93.0,"['Adventure', 'Fantasy', 'Animation', 'Family']",2009
Brain Operations,2009-09-09,0.0,0.0,22.0,[],2009
Double fiche erronee,2009-01-01,0.0,0.0,0.0,[],2009
Knowing,2009-03-19,50000000.0,155446362.0,121.0,"['Action', 'Mystery', 'Science Fiction', 'Thriller']",2009
"Sex, Party and Lies",2009-03-27,0.0,5723917.0,107.0,"['Comedy', 'Drama']",2009
The Audition,2009-04-19,0.0,0.0,0.0,[],2009
Die Schimmelreiter,2009-05-21,0.0,0.0,100.0,"['Comedy', 'Drama']",2009
Finding Lenny,2009-01-01,1280000.0,0.0,90.0,['Comedy'],2009
Alvin and the Chipmunks: The Squeakquel,2009-12-21,75000000.0,443140005.0,89.0,"['Comedy', 'Family', 'Animation', 'Fantasy', 'Music']",2009
Klods Hans,2009-11-17,0.0,0.0,0.0,"['Adventure', 'Family']",2009
Revelaciones,2009-12-04,0.0,0.0,0.0,"['Drama', 'TV Movie']",2009
Villa Estrella,2009-07-01,0.0,0.0,0.0,['Horror'],2009
"Sabrosura, violin y perico!",2009-10-30,0.0,0.0,21.0,['Comedy'],2009
The Road,2009-11-25,32000000.0,27635305.0,111.0,"['Adventure', 'Drama']",2009
Doktor Glas,2009-02-28,0.0,0.0,80.0,['Drama'],2009
Party,2009-05-15,0.0,0.0,15.0,['Drama'],2009
Venalmaram,2009-02-27,1000.0,1000.0,124.0,"['Drama', 'Romance']",2009
The Golden Key,2009-12-31,0.0,0.0,100.0,"['Music', 'Comedy', 'Fantasy', 'TV Movie', 'Family']",2009
Ampelmann,2009-10-27,0.0,0.0,14.0,['Comedy'],2009
Liebe in anderen Umständen,2009-10-13,0.0,0.0,0.0,"['Romance', 'Comedy']",2009
The Last House on the Left,2009-03-13,15000000.0,32721635.0,113.0,"['Crime', 'Thriller', 'Horror', 'Drama']",2009
Inception,2010-07-15,160000000.0,839030630.0,148.0,"['Action', 'Science Fiction', 'Adventure']",2010
Iron Man 2,2010-04-28,200000000.0,623933331.0,124.0,"['Adventure', 'Action', 'Science Fiction']",2010
Shutter Island,2010-02-14,80000000.0,294804195.0,138.0,"['Drama', 'Thriller', 'Mystery']",2010
Tangled,2010-11-24,260000000.0,592461732.0,100.0,"['Animation', 'Family', 'Adventure']",2010
Toy Story 3,2010-06-16,200000000.0,1067316101.0,102.0,"['Animation', 'Family', 'Comedy']",2010
Harry Potter and the Deathly Hallows: Part 1,2010-11-17,250000000.0,954305868.0,146.0,"['Adventure', 'Fantasy']",2010
Grown Ups,2010-06-24,80000000.0,271457606.0,102.0,['Comedy'],2010
A Serbian Film,2010-01-06,0.0,0.0,104.0,"['Crime', 'Horror', 'Thriller']",2010
How to Train Your Dragon,2010-03-18,165000000.0,495141736.0,98.0,"['Fantasy', 'Adventure', 'Animation', 'Family']",2010
Despicable Me,2010-07-08,69000000.0,543284256.0,95.0,"['Family', 'Comedy', 'Animation', 'Science Fiction', 'Action']",2010
The Expendables,2010-08-07,80000000.0,274470394.0,103.0,"['Thriller', 'Adventure', 'Action']",2010
Incendies,2010-09-17,6800000.0,6788659.0,131.0,"['Drama', 'War', 'Mystery']",2010
Black Swan,2010-12-03,13000000.0,329398046.0,108.0,"['Drama', 'Thriller', 'Horror']",2010
Predators,2010-07-07,40000000.0,127233108.0,107.0,"['Science Fiction', 'Action', 'Thriller']",2010
Alice in Wonderland,2010-03-03,200000000.0,1025467110.0,108.0,"['Family', 'Fantasy', 'Adventure']",2010
Shrek Forever After,2010-05-20,165000000.0,752600867.0,93.0,"['Comedy', 'Adventure', 'Fantasy', 'Animation', 'Family']",2010
The Karate Kid,2010-06-10,40000000.0,359126022.0,140.0,"['Action', 'Adventure', 'Drama', 'Family']",2010
The Social Network,2010-10-01,40000000.0,224920315.0,121.0,['Drama'],2010
TRON: Legacy,2010-12-14,170000000.0,409912892.0,126.0,"['Adventure', 'Action', 'Science Fiction']",2010
Prince of Persia: The Sands of Time,2010-05-19,200000000.0,336365676.0,116.0,"['Adventure', 'Fantasy', 'Action']",2010
Legion,2010-01-21,26000000.0,67918658.0,100.0,"['Action', 'Fantasy', 'Horror']",2010
O Jogo,2010-01-01,0.0,0.0,23.0,['Drama'],2010
True Grit,2010-12-22,38000000.0,252300000.0,110.0,"['Drama', 'Adventure', 'Western']",2010
Kick-Ass,2010-03-26,28000000.0,96188903.0,118.0,"['Action', 'Crime']",2010
From Paris with Love,2010-02-04,52000000.0,52800000.0,92.0,"['Action', 'Crime', 'Thriller']",2010
Flipped,2010-08-06,14000000.0,4324817.0,89.0,"['Romance', 'Drama']",2010
Megamind,2010-10-28,130000000.0,321885765.0,96.0,"['Animation', 'Action', 'Comedy', 'Family', 'Science Fiction']",2010
Respiro,2010-01-01,0.0,0.0,0.0,['Drama'],2010
The Meteor,2010-02-01,0.0,0.0,28.0,"['Drama', 'Science Fiction']",2010
The Fighter,2010-12-10,25000000.0,129190869.0,116.0,['Drama'],2010
Robin Hood,2010-05-12,200000000.0,321669741.0,140.0,"['Action', 'Adventure', 'History']",2010
Nene Hatun,2010-10-29,0.0,0.0,0.0,"['History', 'Drama']",2010
Tyson: Unleashed,2010-08-11,0.0,0.0,49.0,['Documentary'],2010
The Town,2010-09-15,37000000.0,154026136.0,125.0,"['Crime', 'Drama', 'Thriller']",2010
The Twilight Saga: Eclipse,2010-06-23,68000000.0,698491347.0,124.0,"['Adventure', 'Fantasy', 'Drama', 'Romance']",2010
Salt,2010-07-21,110000000.0,293329073.0,100.0,"['Action', 'Mystery', 'Thriller']",2010
Civil Courage,2010-01-27,0.0,0.0,0.0,['Drama'],2010
Scott Pilgrim vs. the World,2010-08-12,73000000.0,51825248.0,113.0,"['Action', 'Comedy', 'Romance']",2010
RED,2010-10-13,58000000.0,199006387.0,111.0,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",2010
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010-12-02,155000000.0,415686217.0,113.0,"['Adventure', 'Family', 'Fantasy']",2010
I Saw the Devil,2010-08-12,6000000.0,12966357.0,144.0,"['Thriller', 'Horror']",2010
Three Steps Above Heaven,2010-12-03,0.0,0.0,122.0,"['Romance', 'Drama']",2010
The Royal Siren,2010-10-05,0.0,0.0,120.0,"['Drama', 'History']",2010
Clash of the Titans,2010-03-26,125000000.0,493214993.0,106.0,"['Adventure', 'Fantasy', 'Action']",2010
Love & Other Drugs,2010-11-22,30000000.0,102800000.0,112.0,"['Drama', 'Comedy', 'Romance']",2010
Percy Jackson & the Olympians: The Lightning Thief,2010-02-01,95000000.0,226497209.0,118.0,"['Adventure', 'Fantasy', 'Family']",2010
Unstoppable,2010-11-04,100000000.0,167805466.0,98.0,"['Action', 'Thriller']",2010
Katharsis,2010-11-01,0.0,0.0,0.0,['Drama'],2010
Little Fockers,2010-12-21,100000000.0,310650585.0,98.0,"['Comedy', 'Romance']",2010
El Dorado,2010-08-25,0.0,0.0,0.0,"['Adventure', 'Action', 'Mystery']",2010
Das Glück kommt unverhofft,2010-09-17,0.0,0.0,89.0,"['TV Movie', 'Comedy', 'Romance']",2010
Saw 3D,2010-10-22,17000000.0,136151680.0,90.0,"['Horror', 'Crime']",2010
The Book of Eli,2010-01-14,80000000.0,157107755.0,118.0,"['Action', 'Thriller', 'Science Fiction']",2010
Little Tragedies,2010-11-19,0.0,0.0,40.0,['Animation'],2010
Splice,2010-06-03,26000000.0,0.0,104.0,"['Horror', 'Science Fiction']",2010
Student Services,2010-01-18,0.0,0.0,101.0,['Drama'],2010
I Spit on Your Grave,2010-06-17,2000000.0,572809.0,108.0,"['Thriller', 'Crime', 'Horror']",2010
Maanja Velu,2010-05-21,0.0,0.0,150.0,['Action'],2010
Burlesque,2010-11-23,55000000.0,89500000.0,119.0,"['Drama', 'Romance']",2010
Machete,2010-09-01,10500000.0,45491656.0,105.0,"['Action', 'Comedy', 'Thriller']",2010
Veda - Atatürk,2010-02-26,0.0,0.0,114.0,"['History', 'Drama']",2010
Being Killed,2010-01-01,0.0,0.0,0.0,['Thriller'],2010
The Runaways,2010-03-19,10000000.0,2995811.0,107.0,"['Drama', 'Music']",2010
Four Lions,2010-05-07,3900000.0,6200000.0,97.0,"['Comedy', 'Crime', 'Drama']",2010
Footsteps in the Sand,2010-07-01,0.0,0.0,89.0,"['Drama', 'Comedy']",2010
Due Date,2010-11-03,65000000.0,211800000.0,95.0,"['Comedy', 'Drama']",2010
GeishaCop: Fearsome Geisha Corps - Go to Hell,2010-11-16,0.0,0.0,15.0,"['Action', 'Comedy', 'Science Fiction', 'Horror']",2010
The Servant,2010-06-02,0.0,0.0,124.0,"['Romance', 'Drama', 'History', 'Comedy']",2010
Week-End,2010-02-01,0.0,0.0,23.0,"['Comedy', 'Drama']",2010
El Infierno,2010-09-03,0.0,6703873.0,148.0,"['Action', 'Crime', 'Western', 'Comedy', 'Drama']",2010
Undisputed III: Redemption,2010-04-17,3000000.0,76500000.0,96.0,"['Action', 'Thriller', 'Crime', 'Drama']",2010
The Hairdresser,2010-02-14,0.0,0.0,106.0,"['Comedy', 'Drama']",2010
Грозное время,2010-07-01,0.0,0.0,0.0,"['Drama', 'History']",2010
Un bébé pour mes 40 ans,2010-06-06,0.0,0.0,0.0,"['Comedy', 'Romance', 'TV Movie']",2010
Ranbhool,2010-05-14,0.0,0.0,110.0,['Thriller'],2010
Schutzlos,2010-04-26,0.0,0.0,0.0,['Drama'],2010
Stake Land,2010-09-30,650000.0,33245.0,98.0,"['Drama', 'Horror', 'Science Fiction']",2010
The Sanctuary,2010-01-01,0.0,0.0,22.0,"['Science Fiction', 'Horror']",2010
The Romantics,2010-09-10,4500000.0,123820.0,97.0,"['Drama', 'Romance']",2010
127 Hours,2010-11-12,18000000.0,35700000.0,94.0,"['Adventure', 'Drama', 'Thriller']",2010
Remember Me,2010-03-11,16000000.0,56000000.0,113.0,"['Drama', 'Romance']",2010
L'appel du 18 juin,2010-06-08,0.0,0.0,0.0,"['War', 'History', 'TV Movie']",2010
Passenger Pigeons,2010-03-15,0.0,0.0,107.0,['Drama'],2010
Empathie,2010-06-26,0.0,0.0,90.0,"['Drama', 'TV Movie']",2010
Coral,2010-01-01,0.0,0.0,15.0,['Drama'],2010
The Green Moon,2010-04-15,0.0,0.0,78.0,['Drama'],2010
Anónimo,2010-10-27,0.0,0.0,91.0,['Drama'],2010
Takers,2010-08-26,32000000.0,80205382.0,107.0,"['Action', 'Crime', 'Drama', 'Thriller']",2010
The Other Guys,2010-08-06,100000000.0,170432927.0,107.0,"['Comedy', 'Action']",2010
Stranglehold,2010-01-21,0.0,0.0,15.0,['Thriller'],2010
Father Frost,2010-12-31,0.0,0.0,103.0,"['Comedy', 'Music', 'Fantasy', 'TV Movie', 'Family']",2010
Caged,2010-10-06,0.0,0.0,84.0,"['Horror', 'Thriller']",2010
Naked Trip,2010-04-10,0.0,0.0,51.0,"['Drama', 'Thriller']",2010
Cinderella Moon,2010-02-17,0.0,0.0,96.0,[],2010
Into Paradiso,2010-09-07,900000.0,159465.0,104.0,['Comedy'],2010
Hesher,2010-01-22,7000000.0,449702.0,106.0,['Drama'],2010
Space Dogs,2010-03-18,25000000.0,8553835.0,85.0,"['Family', 'Animation']",2010
Takedown,2010-04-16,2000000.0,0.0,96.0,"['Action', 'Thriller', 'Drama']",2010
Betting Bangarraju,2010-04-09,0.0,0.0,143.0,"['Comedy', 'Drama']",2010
Taj Mahal,2010-03-20,0.0,0.0,0.0,[],2010
Scream 4,2011-04-13,40000000.0,97231420.0,111.0,"['Horror', 'Mystery']",2011
The Intouchables,2011-11-02,13000000.0,426590315.0,113.0,"['Drama', 'Comedy']",2011
Pirates of the Caribbean: On Stranger Tides,2011-05-15,379000000.0,1046721266.0,136.0,"['Adventure', 'Action', 'Fantasy']",2011
Harry Potter and the Deathly Hallows: Part 2,2011-07-12,125000000.0,1341511219.0,130.0,"['Adventure', 'Fantasy']",2011
Kill Bill: The Whole Bloody Affair,2011-03-27,55000000.0,5806312.0,253.0,"['Action', 'Crime']",2011
Thor,2011-04-21,150000000.0,449326618.0,115.0,"['Adventure', 'Fantasy', 'Action']",2011
Real Steel,2011-09-28,110000000.0,299300000.0,127.0,"['Action', 'Science Fiction', 'Drama']",2011
Rio,2011-04-03,90000000.0,483866772.0,96.0,"['Animation', 'Adventure', 'Comedy', 'Family']",2011
Cars 2,2011-06-11,200000000.0,559852396.0,106.0,"['Animation', 'Family', 'Adventure', 'Comedy']",2011
Rango,2011-03-02,135000000.0,245700000.0,112.0,"['Animation', 'Comedy', 'Family', 'Western', 'Adventure']",2011
Source Code,2011-03-30,32000000.0,147332697.0,93.0,"['Thriller', 'Science Fiction', 'Mystery']",2011
The Twilight Saga: Breaking Dawn - Part 1,2011-11-16,110000000.0,712171856.0,117.0,"['Adventure', 'Fantasy', 'Romance']",2011
In Time,2011-10-27,40000000.0,173900000.0,109.0,"['Action', 'Thriller', 'Science Fiction']",2011
Limitless,2011-03-17,27000000.0,161900000.0,106.0,"['Thriller', 'Mystery', 'Science Fiction']",2011
Rise of the Planet of the Apes,2011-08-03,93000000.0,481800873.0,105.0,"['Thriller', 'Action', 'Drama', 'Science Fiction']",2011
Drive,2011-09-15,15000000.0,78100000.0,100.0,"['Drama', 'Thriller', 'Crime']",2011
Bridesmaids,2011-05-13,32500000.0,288383523.0,125.0,"['Comedy', 'Romance']",2011
The 33D Invader,2011-10-06,0.0,0.0,82.0,"['Comedy', 'Science Fiction']",2011
Captain America: The First Avenger,2011-07-22,140000000.0,370569774.0,124.0,"['Action', 'Adventure', 'Science Fiction']",2011
The Help,2011-08-09,25000000.0,216600000.0,146.0,['Drama'],2011
Colombiana,2011-07-27,40000000.0,71508440.0,108.0,"['Action', 'Thriller', 'Crime', 'Drama']",2011
"Crazy, Stupid, Love.",2011-07-29,50000000.0,145079584.0,118.0,"['Comedy', 'Drama', 'Romance']",2011
Snowtown,2011-05-19,2000000.0,1349387.0,120.0,"['Crime', 'Drama']",2011
Mission: Impossible - Ghost Protocol,2011-12-07,145000000.0,694713380.0,133.0,"['Action', 'Thriller', 'Adventure']",2011
Deadly Attraction,2011-03-31,0.0,0.0,108.0,"['Drama', 'Thriller']",2011
Kung Fu Panda 2,2011-05-25,150000000.0,665692281.0,91.0,"['Animation', 'Family', 'Comedy']",2011
Just Go with It,2011-02-10,80000000.0,214945591.0,117.0,"['Comedy', 'Romance']",2011
Proposals,2011-05-24,0.0,0.0,23.0,[],2011
Paul,2011-02-14,40000000.0,98000000.0,104.0,"['Adventure', 'Comedy', 'Science Fiction']",2011
Desire,2011-10-06,1344000.0,0.0,103.0,"['Drama', 'Romance']",2011
Contagion,2011-09-08,60000000.0,137551594.0,106.0,"['Drama', 'Thriller', 'Science Fiction']",2011
Lollipop Monster,2011-02-14,0.0,0.0,90.0,['Drama'],2011
Unknown,2011-02-16,30000000.0,130786397.0,113.0,"['Action', 'Mystery', 'Thriller']",2011
Hella W,2011-01-28,2500000.0,0.0,82.0,"['Drama', 'History']",2011
Sherlock Holmes: A Game of Shadows,2011-11-22,125000000.0,334615000.0,129.0,"['Adventure', 'Action', 'Crime', 'Mystery']",2011
Margin Call,2011-09-28,3500000.0,19504039.0,107.0,"['Thriller', 'Drama']",2011
Lanka,2011-12-09,0.0,0.0,104.0,"['Drama', 'Crime']",2011
The Grand Pier Story,2011-04-12,0.0,0.0,186.0,['Documentary'],2011
The Hangover Part II,2011-05-25,80000000.0,586764305.0,102.0,['Comedy'],2011
Graue Füchse,2011-01-01,0.0,0.0,0.0,['Comedy'],2011
Green Lantern,2011-06-14,200000000.0,219851172.0,114.0,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",2011
The Girl with the Dragon Tattoo,2011-12-14,90000000.0,232617430.0,158.0,"['Thriller', 'Crime', 'Mystery']",2011
Puss in Boots,2011-10-27,130000000.0,554987477.0,90.0,"['Animation', 'Family', 'Fantasy', 'Adventure', 'Comedy']",2011
Blinde Passagiere,2011-01-01,0.0,0.0,0.0,['Drama'],2011
Kebab mit Alles,2011-12-15,0.0,0.0,90.0,['Comedy'],2011
The Fixer,2011-02-20,50000.0,0.0,52.0,"['Action', 'Crime']",2011
Love Struck,2011-11-22,0.0,0.0,9.0,[],2011
Horrible Bosses,2011-07-08,35000000.0,209838559.0,98.0,"['Comedy', 'Crime']",2011
869,2011-12-12,100000.0,0.0,0.0,['Horror'],2011
Haywire,2011-11-01,23000000.0,33372606.0,93.0,"['Action', 'Thriller']",2011
Macross Frontier: The Wings of Farewell,2011-02-26,0.0,0.0,115.0,"['Action', 'Animation', 'Romance', 'Science Fiction']",2011
Immortals,2011-11-10,75000000.0,226904017.0,110.0,"['Fantasy', 'Action', 'Drama']",2011
Klaus,2011-01-01,0.0,0.0,0.0,['Drama'],2011
Final Destination 5,2011-08-12,40000000.0,157887643.0,91.0,"['Horror', 'Mystery']",2011
The Thing,2011-10-12,35000000.0,31505287.0,103.0,"['Horror', 'Science Fiction', 'Mystery']",2011
Gypsy,2011-07-07,0.0,0.0,100.0,['Drama'],2011
Hugo,2011-11-22,170000000.0,185770160.0,126.0,"['Adventure', 'Drama', 'Family']",2011
Friends with Benefits,2011-07-21,35000000.0,149500000.0,109.0,"['Romance', 'Comedy']",2011
Sou Kazuho Dinner Show - 『Bright』,2011-05-08,0.0,0.0,90.0,[],2011
Detachment,2011-04-24,0.0,1681521.0,98.0,['Drama'],2011
Kiraathaka,2011-06-24,0.0,0.0,0.0,"['Comedy', 'Drama', 'Family']",2011
The Mechanic,2011-01-13,40000000.0,51070807.0,93.0,"['Action', 'Thriller', 'Crime']",2011
Willkommen auf dem Land,2011-12-31,0.0,0.0,0.0,['Comedy'],2011
Shanthi Appuram Nithya,2011-06-10,0.0,0.0,96.0,"['Drama', 'Romance']",2011
Buffering,2011-04-24,0.0,0.0,82.0,['Comedy'],2011
Hop,2011-03-30,63000000.0,183953723.0,95.0,"['Animation', 'Comedy', 'Family']",2011
Insidious,2011-03-31,1500000.0,100106454.0,102.0,"['Horror', 'Thriller']",2011
Tilva Ros,2011-01-26,0.0,0.0,99.0,"['Drama', 'Romance']",2011
Never Back Down 2: The Beatdown,2011-09-13,3000000.0,0.0,99.0,"['Drama', 'Action']",2011
No Strings Attached,2011-01-21,25000000.0,149200000.0,107.0,"['Comedy', 'Romance']",2011
Super 8,2011-06-09,50000000.0,260100000.0,112.0,"['Thriller', 'Science Fiction', 'Mystery']",2011
Raider,2011-10-18,0.0,0.0,93.0,"['Drama', 'Crime']",2011
We Bought a Zoo,2011-11-26,50000000.0,120081841.0,124.0,"['Drama', 'Comedy', 'Family']",2011
Los numeros,2011-03-25,0.0,0.0,95.0,"['Comedy', 'Crime']",2011
Turbulence Zone,2011-01-13,0.0,3782.0,80.0,['Romance'],2011
Scripting a New Slasher Super-Villain: Larry Cohen on Matt Cordell,2011-10-31,0.0,0.0,20.0,['Documentary'],2011
The Skin I Live In,2011-08-17,13000000.0,33750478.0,120.0,"['Drama', 'Horror', 'Mystery', 'Thriller']",2011
Meters,2011-09-19,0.0,0.0,11.0,['Drama'],2011
Liebeskuss am Bosporus,2011-04-11,0.0,0.0,90.0,"['TV Movie', 'Comedy']",2011
The Hike,2011-09-30,0.0,0.0,83.0,['Horror'],2011
The Adventures of Tintin,2011-10-24,130000000.0,373993951.0,107.0,"['Adventure', 'Animation', 'Mystery']",2011
Moneyball,2011-09-23,50000000.0,110206216.0,134.0,['Drama'],2011
A Tribute to Laurel & Hardy,2011-10-25,0.0,0.0,40.0,['Documentary'],2011
One Day,2011-03-02,15000000.0,59400000.0,107.0,"['Drama', 'Romance']",2011
Outside Satan,2011-10-19,0.0,0.0,110.0,"['Drama', 'Mystery']",2011
Resturlaub,2011-08-11,0.0,0.0,101.0,"['Comedy', 'Romance']",2011
Cowboys & Aliens,2011-07-29,163000000.0,174822325.0,119.0,"['Action', 'Science Fiction', 'Thriller', 'Western']",2011
The Smurfs,2011-07-29,110000000.0,563749323.0,103.0,"['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']",2011
Ghost Rider: Spirit of Vengeance,2011-12-10,57000000.0,132563930.0,95.0,"['Action', 'Fantasy', 'Thriller']",2011
Generation P,2011-04-14,7000000.0,0.0,112.0,"['Comedy', 'Drama', 'Science Fiction']",2011
Carl & Bertha,2011-05-20,0.0,0.0,90.0,"['Drama', 'History']",2011
Der Uhrmacher,2011-01-01,0.0,0.0,0.0,['Fantasy'],2011
I Am Number Four,2011-02-18,50000000.0,149900000.0,109.0,"['Action', 'Thriller', 'Science Fiction', 'Adventure']",2011
Shame,2011-10-02,6500000.0,3909002.0,102.0,['Drama'],2011
Bad Teacher,2011-05-16,20000000.0,216197492.0,92.0,['Comedy'],2011
The Kunoichi: Ninja Girl,2011-03-19,0.0,0.0,65.0,"['Action', 'History']",2011
Unloved,2011-05-09,0.0,0.0,0.0,"['Drama', 'Romance']",2011
The Green Wave,2011-02-09,0.0,0.0,6.0,['Documentary'],2011
Klarer Fall für Bär - Gefährlicher Freundschaftsdienst,2011-11-30,0.0,0.0,0.0,['Crime'],2011
Die Schäferin,2011-06-17,0.0,0.0,89.0,"['TV Movie', 'Romance', 'Drama']",2011
The Avengers,2012-04-25,220000000.0,1518815515.0,143.0,"['Science Fiction', 'Action', 'Adventure']",2012
Our Homeland,2012-07-01,0.0,0.0,100.0,['Drama'],2012
The Dark Knight Rises,2012-07-17,250000000.0,1081041287.0,165.0,"['Action', 'Crime', 'Drama', 'Thriller']",2012
Django Unchained,2012-12-25,100000000.0,425368238.0,165.0,"['Drama', 'Western']",2012
The Amazing Spider-Man,2012-06-23,215000000.0,757930663.0,136.0,"['Action', 'Adventure', 'Science Fiction']",2012
The Hobbit: An Unexpected Journey,2012-12-12,250000000.0,1021103568.0,169.0,"['Adventure', 'Fantasy', 'Action']",2012
Prometheus,2012-05-30,130000000.0,403354469.0,124.0,"['Science Fiction', 'Mystery', 'Horror']",2012
Brave,2012-06-21,185000000.0,538983207.0,93.0,"['Animation', 'Adventure', 'Comedy', 'Family', 'Action', 'Fantasy']",2012
21 Jump Street,2012-03-14,42000000.0,201585328.0,109.0,"['Action', 'Comedy', 'Crime']",2012
That's My Boy,2012-06-14,70000000.0,57719093.0,116.0,['Comedy'],2012
Skyfall,2012-10-24,200000000.0,1108594176.0,143.0,"['Action', 'Adventure', 'Thriller']",2012
Hotel Transylvania,2012-09-20,85000000.0,358375603.0,91.0,"['Animation', 'Comedy', 'Family', 'Fantasy']",2012
Argo,2012-10-11,44500000.0,232300000.0,120.0,"['Drama', 'Thriller']",2012
Battleship,2012-04-11,209000000.0,303025485.0,131.0,"['Thriller', 'Action', 'Adventure', 'Science Fiction']",2012
Wreck-It Ralph,2012-11-01,165000000.0,471222889.0,101.0,"['Family', 'Animation', 'Comedy', 'Adventure']",2012
Ice Age: Continental Drift,2012-06-27,95000000.0,877244782.0,88.0,"['Animation', 'Comedy', 'Adventure', 'Family']",2012
Ted,2012-06-29,50000000.0,549368315.0,107.0,"['Comedy', 'Fantasy']",2012
Pitch Perfect,2012-09-28,17000000.0,115647426.0,112.0,"['Comedy', 'Music', 'Romance']",2012
Looper,2012-09-26,30000000.0,47042000.0,118.0,"['Action', 'Thriller', 'Science Fiction']",2012
Silent Hill: Revelation 3D,2012-10-10,20000000.0,55975672.0,94.0,"['Thriller', 'Horror', 'Mystery']",2012
The Lorax,2012-03-01,70000000.0,349305397.0,86.0,"['Animation', 'Family']",2012
The Twilight Saga: Breaking Dawn - Part 2,2012-11-13,120000000.0,829747654.0,115.0,"['Adventure', 'Fantasy', 'Drama', 'Romance']",2012
The Bourne Legacy,2012-08-08,130000000.0,276600000.0,135.0,"['Action', 'Thriller']",2012
Les Misérables,2012-12-18,61000000.0,442636309.0,158.0,"['History', 'Drama']",2012
The Grey,2012-01-26,25000000.0,79781695.0,117.0,"['Action', 'Adventure', 'Drama', 'Thriller']",2012
The Vow,2012-02-05,30000000.0,196114570.0,104.0,"['Drama', 'Romance']",2012
MAGIK FIKUS,2012-01-01,0.0,0.0,0.0,['Documentary'],2012
Wrath of the Titans,2012-03-28,150000000.0,301970083.0,99.0,"['Fantasy', 'Adventure', 'Action']",2012
Dredd,2012-09-07,50000000.0,41037742.0,96.0,"['Action', 'Science Fiction']",2012
Flight,2012-02-22,31000000.0,161772575.0,138.0,['Drama'],2012
Total Recall,2012-08-02,125000000.0,198800000.0,118.0,"['Action', 'Science Fiction', 'Thriller']",2012
Revolutions Per Second,2012-11-13,0.0,0.0,25.0,['Documentary'],2012
Taken 2,2012-09-27,45000000.0,376100000.0,91.0,"['Action', 'Crime', 'Thriller']",2012
Life of Pi,2012-11-20,120000000.0,609016565.0,127.0,"['Adventure', 'Drama']",2012
Silver Linings Playbook,2012-11-16,21000000.0,236412453.0,122.0,"['Drama', 'Comedy', 'Romance']",2012
Sexual Chronicles of a French Family,2012-05-09,0.0,0.0,85.0,"['Comedy', 'Drama', 'Romance']",2012
Sambha - Today's Hero,2012-02-24,0.0,0.0,141.0,['Action'],2012
John Carter,2012-03-07,250000000.0,284100000.0,132.0,"['Action', 'Adventure', 'Science Fiction']",2012
Jack Reacher,2012-12-20,60000000.0,218300000.0,130.0,"['Crime', 'Drama', 'Thriller', 'Action']",2012
Quipu Austral,2012-07-07,0.0,0.0,4.0,['Documentary'],2012
Sinister,2012-03-29,3000000.0,82515113.0,110.0,"['Horror', 'Thriller', 'Mystery']",2012
The Expendables 2,2012-08-08,100000000.0,314975955.0,103.0,"['Action', 'Adventure', 'Thriller']",2012
The Cabin in the Woods,2012-04-12,30000000.0,71038838.0,95.0,"['Horror', 'Mystery', 'Comedy']",2012
Strange Loop,2012-12-31,0.0,0.0,24.0,"['Thriller', 'Drama']",2012
Madagascar 3: Europe's Most Wanted,2012-06-06,145000000.0,746921274.0,93.0,"['Animation', 'Family', 'Comedy', 'Adventure']",2012
Ruby Sparks,2012-07-25,8000000.0,9368803.0,104.0,"['Comedy', 'Romance', 'Fantasy', 'Drama']",2012
Love the Healing Power,2012-03-18,0.0,0.0,87.0,['Romance'],2012
Wrong Turn 5: Bloodlines,2012-10-18,3000000.0,0.0,91.0,"['Horror', 'Thriller']",2012
